Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	miRNA Accession #	MirBase Name	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
hsa-miR-876-5p	-	-	9	28863672	28863693	-	-	-	MI0005542	hsa-mir-876	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.412	-2.984	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.89	-3.5	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-4.304	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-873	-	-	9	28888922	28888942	-	-	-	MI0005564	hsa-mir-873	-4.002	-3.529	-4.41	-2.586	-3.412	-3.639	-2.9	-3.862	-4.225	-3.077	-2.236	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.721	-1.207	-1.733	-2.626	-3.204	-4.655	-1.586	-1.783	-2.891	-2.814	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.292	-4.34	-3.592	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-204	-	-	9	73424946	73424967	-	-	-	MI0000284	hsa-mir-204	-4.002	-3.249	-2.941	-3.802	-3.412	-3.639	-3.093	-3.862	0.166	-0.232	0.013	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-1.533	-3.545	-3.167	-0.582	-3.201	-2.596	-0.935	-4.257	-0.673	-0.739	0.553	1.742	1.747	-0.724	0.525	-0.192	0.211	-2.662	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	0.004	-2.944	-4.028	-3.07	-3.131	-3.785	-3.661	-3.045	-3.045	-3.366	-4.34	-3.509	-2.894	-3.962	-2.484	-3.496	-3.908	-2.953	-3.998
hsa-miR-7	-	-	9	86584685	86584748	-	-	-	MI0000263	hsa-mir-7-1	3.035	1.494	0.188	-0.874	1.113	0.424	0.523	0.906	-1.09	-0.676	-0.461	3.188	2.551	3.173	2.526	3.346	3.306	3.369	0.633	0.155	1.153	2.009	0.948	2.74	1.164	-2.097	0.68	-0.787	0.395	-0.202	-1.24	-0.091	0.623	1.148	1.099	0.332	0.227	0.436	-0.286	0.506	0.317	1.914	1.077	0.781	-0.234	0.844	0.878	0.013	-0.892	-2.502	-1.093	1.784	0.233	0.426	-0.483	0.824	0.509	0.5	0.898	-0.277
hsa-miR-7-1*	-	-	9	86584685	86584748	-	-	-	MI0000263	hsa-mir-7-1	-1.163	-2.376	-2.83	-3.802	-2.129	-2.506	-2.725	-1.759	-3.415	-2.521	-2.505	-0.989	-0.704	-0.352	-0.276	-1.13	-0.395	-0.601	-0.912	-0.978	-0.914	-0.082	-2.621	-1.082	-2.605	-3.12	-1.411	-2.793	-1.86	-1.79	-2.649	-3.237	-2.29	-2.07	-2.027	-2.424	-2.023	-2.127	-3.734	-3.307	-2.213	-0.6	-2.307	-2.705	-1.639	-2.962	-2.912	-2.53	-2.366	-3.929	-2.316	-1.576	-3.282	-2.894	-3.272	-2.533	-2.786	-2.386	-2.177	-3.605
hsa-let-7a	-	-	9	96938245	96938266	-	-	-	MI0000060	hsa-let-7a-1	5.782	6.806	6.369	5.26	5.961	6.133	6.469	6.02	6.15	6.752	5.986	5.285	5.539	5.013	6.133	5.718	5.594	4.456	4.139	5.568	3.255	6.693	5.338	5.158	5.387	6.053	5.214	5.511	5.996	5.355	5.225	5.207	6.089	6.114	5.878	5.033	7.241	6.347	5.347	4.962	5.329	4.291	5.603	4.494	5.437	5.846	5.852	5.053	7.504	5.805	7.772	4.998	6.048	5.539	4.022	4.808	5.504	5.358	5.831	4.867
hsa-let-7a*	-	-	9	96938245	96938266	-	-	-	MI0000060	hsa-let-7a-1	-4.002	-3.529	-3.948	-3.802	-3.412	-3.489	-3.064	-3.862	-4.306	-3.383	-3.055	-3.647	-3.615	-3.398	-3.038	-4.116	-3.687	-4.204	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.451	-3.673	-2.607	-3.213	-3.36	-4.566	-3.228	-3.085	-2.891	-4.328	-3.497	-3.606	-4.067	-3.916	-4.285	-3.176	-3.903	-3.748	-3.07	-3.454	-3.785	-3.574	-3.045	-3.929	-3.366	-3.874	-3.624	-2.894	-3.922	-3.842	-3.496	-2.969	-3.162	-3.498
hsa-let-7f	-	-	9	96938636	96938657	-	-	-	MI0000067	hsa-let-7f-1	5.957	6.579	5.614	4.9	4.846	5.659	5.851	5.767	5.827	6.253	5.552	5.582	5.553	4.739	5.919	5.616	5.614	4.83	4.59	6.242	2.189	6.783	5.583	5.678	4.549	5.6	5.279	5.295	4.819	5.188	4.221	4.649	5.738	5.635	5.516	5.206	6.696	5.462	5.359	5.418	5.695	4.199	5.74	4.155	4.721	5.447	5.353	5.016	6.636	5.088	7.013	5.233	5.37	5.075	4.365	4.945	5.005	5.303	5.869	4.69
hsa-let-7d	-	-	9	96941124	96941145	-	-	-	MI0000065	hsa-let-7d	4.346	4.142	2.805	2.942	0.057	3.295	2.305	3.671	3.353	3.203	2.642	3.015	3.548	3.012	3.447	3.673	3.392	2.432	1.904	3.958	-1.38	4.486	3.614	4.008	0.72	3.789	2.697	3.077	3.054	3.465	0.937	1.448	3.801	3.544	2.356	3.233	3.447	1.205	2.784	3.64	3.974	2.345	3.628	1.576	3.903	3.263	3.689	2.366	4.155	2.423	4.292	3.032	3.536	2.881	1.78	2.282	3.21	2.528	4.18	2.169
hsa-let-7d*	-	-	9	96941124	96941145	-	-	-	MI0000065	hsa-let-7d	-3.552	-3.139	-4.41	-3.447	-3.412	-3.41	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.127	-3.178	-3.768	-3.687	-4.388	-3.545	-3.078	-0.28	-3.019	-2.279	-2.26	-4.257	-3.345	-3.98	-3.118	-2.607	-3.173	-2.598	-3.567	-3.228	-1.486	-2.306	-4.328	-3.497	-3.606	-4.374	-3.85	-3.783	-3.176	-2.485	-4.028	-2.718	-2.608	-3.785	-3.661	-3.045	-2.561	-3.225	-3.937	-3.042	-2.83	-3.962	-3.75	-3.496	-3.675	-2.511	-3.998
hsa-miR-23b	-	-	9	97847510	97847568	-	-	-	MI0000439	hsa-mir-23b	2.137	3.236	3.474	3.13	4.342	2.182	3.576	3.819	4.6	4.016	3.974	4.499	0.748	0.662	2.073	1.93	3.507	3.678	-0.532	0.964	-0.595	0.123	1.03	0.267	0.387	2.889	1.583	0.98	1.62	1.531	-0.963	2.514	0.629	0.691	4.305	3.05	3.344	2.235	4.248	1.392	3.657	1.744	0.264	3.789	3.316	2.369	1.332	0.703	3.574	0.03	2.295	2.698	1.985	2.798	2.169	2.908	1.297	2.096	2.753	2.692
hsa-miR-23b*	-	-	9	97847510	97847568	-	-	-	MI0000439	hsa-mir-23b	-4.002	-3.529	-3.844	-3.802	-3.134	-3.639	-2.964	-3.087	-2.805	-2.829	-3.202	-2.629	-3.615	-3.398	-3.453	-4.116	-3.594	-3.575	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.475	-4.216	-3.472	-3.606	-4.076	-3.916	-3.679	-3.176	-3.903	-3.845	-3.07	-3.454	-3.785	-3.661	-2.718	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-27b	-	-	9	97847788	97847808	-	-	-	MI0000440	hsa-mir-27b	2.273	3.484	3.81	2.937	4.418	2.416	3.486	4.094	4.523	4.389	4.06	4.695	1.137	0.838	2.229	1.852	4.028	4.053	-0.688	1.267	0.693	0.823	1.438	1.429	0.53	3.091	1.648	1.765	2.227	1.86	-0.789	2.442	1.201	1.34	4.815	3.307	3.54	2.697	3.601	1.55	3.837	1.902	1.07	3.609	3.565	2.732	1.895	0.78	4.337	0.329	2.647	2.581	2.843	3.397	2.371	2.618	1.862	2.126	3.254	2.542
hsa-miR-24	-	-	9	97848310	97848368	-	-	-	MI0000080	hsa-mir-24-1	3.395	5.045	4.918	4.996	4.57	4.281	4.649	4.555	4.835	4.926	4.446	4.379	3.21	3.273	3.699	3.802	3.994	3.804	-0.669	4.017	2.385	0.163	4.243	4.089	3.817	4.398	4.07	4.404	5.084	3.459	3.55	3.787	4.145	4.045	5.085	4.665	4.849	4.109	4.803	5.315	5.432	3.034	4.876	3.481	5.304	5.247	4.06	4.073	6.267	4.932	5.179	3.752	4.783	4.827	2.643	4.096	4.873	3.619	4.265	3.495
hsa-miR-24-1*	-	-	9	97848310	97848368	-	-	-	MI0000080	hsa-mir-24-1	-4.002	-3.224	-2.667	-3.592	-1.999	-3.639	-3.055	-2.032	-1.622	-2.212	-2.319	-2.103	-3.615	-3.398	-3.453	-4.09	-2.62	-2.497	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-2.909	-3.98	-3.673	-2.607	-3.213	-3.36	-4.021	-3.228	-3.532	-1.935	-2.936	-3.253	-3.606	-2.759	-3.916	-2.575	-3.176	-3.903	-2.884	-3.07	-3.08	-3.785	-3.661	-1.879	-3.929	-3.342	-4.34	-2.95	-2.503	-3.962	-4.413	-3.496	-4.549	-2.838	-3.998
hsa-miR-32	-	-	9	111808551	111808572	-	-	-	MI0000090	hsa-mir-32	-2.101	-0.802	-4.289	-3.716	-1.003	-2.027	-3.093	-2.954	-2.928	-2.517	-3	-1.248	-2.055	-2.19	-1.788	-2.582	-2.5	-1.87	-0.581	-0.45	-1.38	-1.353	-2.905	-2.26	-2.063	-3.268	-2.473	-3.627	-2.607	-3.116	-3.087	-3.255	-3.228	-3.532	-1.766	-2.397	-2.793	-2.629	-2.948	-1.991	-1.957	-1.899	-2.639	-1.572	-3.07	-3.454	-3.142	-1.57	-2.764	-3.929	-1.928	-0.399	-3.282	-2.894	-2.692	-3.281	-3.496	-0.834	-2.387	-2.265
hsa-miR-455-3p	-	-	9	116971730	116971788	-	-	-	MI0003513	hsa-mir-455	-1.954	0.193	0.112	-3.114	-3.412	-0.618	0.075	1.323	-0.276	0.532	-0.097	-3.647	-3.615	-0.482	-3.453	0.21	-3.086	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	1.465	-0.206	1.382	-0.851	-2.448	-1.032	-1.416	0.892	-0.371	1.136	0.086	-2.879	0.609	-0.588	-1.026	-3.167	-3.572	-0.629	-3.903	0.823	-1.266	-3.411	-3.124	0.642	-0.849	-	-3.366	-2.299	1.678	2.267	0.242	0.557	1.593	0.565	1.231	-0.287
hsa-miR-455-5p	-	-	9	116971730	116971788	-	-	-	MI0003513	hsa-mir-455	-3.76	-2.298	-2.615	-3.802	-3.412	-3.431	-2.401	-0.862	-2.474	-2.073	-2.728	-3.647	-3.615	-3.106	-3.453	-1.909	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-0.852	-1.783	-1.257	-3.44	-2.607	-3.08	-2.463	-1.752	-2.931	-1.134	-1.665	-4.328	-2.402	-3.176	-3.636	-3.916	-4.285	-3.052	-3.825	-1.851	-3.07	-3.454	-3.785	-2.159	-2.835	-1.655	-3.366	-4.247	-0.953	0.43	-2.534	-2.307	-0.429	-2.065	-1.447	-2.774
hsa-miR-601	-	-	9	126164845	126164866	-	-	-	MI0003614	hsa-mir-601	-4.002	-3.529	-4.41	-2.008	-3.412	-3.242	-2.946	-3.862	-4.306	-3.698	-3.202	-3.647	-3.233	-3.317	-3.453	-4.116	-3.687	-3.601	-1.27	-2.928	-1.38	-3.201	-1.083	-2.26	-2.023	-3.345	-2.921	-3.673	-2.607	-3.213	-3.36	-2.672	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-3.719	-3.916	-4.285	-2.555	-3.903	-3.027	-3.07	-3.454	-3.785	-2.848	-3.045	-3.929	-3.366	-3.159	-3.624	-2.894	-2.392	-3.44	-3.496	-3.21	-3.162	-2.869
hsa-miR-181a(2)	-	-	9	127454760	127454782	-	-	-	MI0000269	hsa-mir-181a-2	2.309	2.48	1.319	-0.981	1.797	1.379	1.417	1.66	1.774	2.173	1.654	0.907	-1.168	-0.451	-1.274	1.834	0.948	0.733	4.179	4.4	-1.38	4.553	-0.915	1.232	1.311	1.434	1.034	3.313	0.99	0.603	1.442	1.184	0.56	0.07	-1.364	1.673	2.363	2.109	2.146	1.161	2.972	-0.529	1.436	-2.55	0.364	0.629	0.578	0.433	2.025	1.658	0.833	0.342	0.437	1.256	1.824	1.851	0.885	0.45	1.935	1.484
hsa-miR-181a-2*	-	-	9	127454760	127454782	-	-	-	MI0000269	hsa-mir-181a-2	-3.89	-3.264	-2.045	-3.032	-3.386	-1.287	-1.782	-1.444	-1.433	-0.485	-0.7	-3.647	-3.615	-3.379	-3.453	-4.087	-3.687	-2.472	-1.423	-3.127	-1.38	-0.523	-2.905	-2.26	-2.426	-3.345	-1.486	-2.471	-2.607	-3.213	-3.36	-4.491	-2.842	-2.349	-2.882	-2.577	-2.284	-3.606	-1.285	-3.916	-2.8	-3.176	-1.157	-4.028	-3.07	-2.297	-3.785	-1.553	-0.538	-2.813	-3.019	-2.768	-2.09	-2.821	-1.594	-1.815	-2.645	-1.647	-2.161	-2.446
hsa-miR-181b(2)	-	-	9	127456005	127456027	-	-	-	MI0000683	hsa-mir-181b-2	2.06	1.749	0.83	-0.887	1.66	0.904	1.302	1.249	0.963	2.105	1.465	0.262	-1.253	-0.969	-1.889	0.39	0.258	0.679	3.921	3.596	-0.654	3.51	-0.735	0.91	1.119	0.865	1.034	2.309	1.058	0.442	1.175	1.127	0.347	-0.011	-0.7	0.836	1.476	1.044	1.414	0.632	1.909	-0.24	0.963	-2.266	0.191	0.069	0.24	0.632	1.359	0.947	0.148	0.224	0.746	0.682	1.805	1.672	0.865	0.768	0.811	1.612
hsa-miR-199b-3p	-	-	9	131007023	131007044	-	-	-	MI0000282	hsa-mir-199b	-4.002	-3.529	4.87	-3.802	-3.412	-3.639	-3.093	5.391	-4.306	-3.698	-2.95	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	2.064	-1.38	-3.201	-2.905	-2.26	-0.493	-1.465	-3.98	-3.673	-2.607	-3.213	-1.774	-1.694	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.267	-4.285	-3.176	-3.903	-2.649	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-199b-5p	-	-	9	131007023	131007044	-	-	-	MI0000282	hsa-mir-199b	-4.002	-3.529	-3.586	-3.802	-3.412	-3.639	-3.093	-2.709	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.294	-3.165	2.568	-1.38	-3.201	-2.905	-2.26	-4.257	-1.94	-3.98	-3.673	-2.607	-3.213	-2.469	-1.443	-3.228	-3.402	-2.891	-4.328	-3.497	-3.606	-4.374	-3.52	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-219-5p(2)	-	-	9	131154954	131154974	-	-	-	MI0000740	hsa-mir-219-2	0.001	-1.864	-2.712	-3.802	-0.404	-3.639	-1.424	-2.369	-2.935	-3.182	-3.202	-2.776	-1.799	-0.757	-2.348	-1.934	-1.781	-1.976	-2.588	-2.871	-1.025	-0.263	-0.831	-1.743	-2.119	-2.576	-1.804	-3.4	-2.607	-3.213	-2.524	-3.849	-1.067	-1.467	-1.837	-1.223	-1.873	-1.97	-2.351	-1.344	-3.566	-1.502	-0.652	-2.278	-3.07	-2.066	-2.376	-2.178	-0.785	-1.246	-2.02	-2.961	-2.135	-2.894	-1.274	-3.364	-2.606	-1.3	-2.425	-2.874
hsa-miR-126	-	-	9	139565069	139565127	-	-	-	MI0000471	hsa-mir-126	-0.016	-0.749	-2.77	-3.802	-0.809	-2.924	-2.076	-3.862	-2.125	-1.978	-3.202	-3.647	-1.121	-0.306	-3.453	-3.37	-3.687	-1.441	0.176	-3.167	5.337	-3.201	0.299	-2.26	-0.237	-1.438	-1.847	-3.618	-2.607	-1.099	-2.1	-1.832	-3.228	-3.532	-0.038	-2.161	-1.735	-3.606	-0.784	-0.6	-0.356	-0.629	-0.645	-1.261	-1.639	-3.454	-2.173	-0.681	-0.783	0.148	-3.366	-0.664	-3.624	-0.436	-1.586	-1.43	-3.203	-1.971	-3.162	-2.981
hsa-miR-126*	-	-	9	139565069	139565127	-	-	-	MI0000471	hsa-mir-126	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.244	-2.777	-3.167	-0.59	-3.201	-2.905	-2.26	-3.583	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.648	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.109	-3.916	-4.285	-3.176	-3.903	-3.974	-3.07	-3.454	-3.785	-3.543	-3.045	-3.929	-3.366	-3.471	-3.624	-2.894	-3.962	-4.383	-3.496	-4.549	-3.162	-3.998
hsa-miR-602	-	-	9	140732887	140732909	-	-	-	MI0003615	hsa-mir-602	-3.974	-3.529	-4.41	-3.018	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-2.482	-3.398	-3.453	-4.116	-3.687	-4.388	-1.976	-3.167	-1.38	-3.201	-2.905	-2.26	-3.35	-3.345	-3.98	-3.673	-2.607	-1.338	-3.36	-3.936	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.333	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-2.601	-3.708	-3.496	-4.549	-3.162	-2.934
hsa-miR-107	-	-	10	91352512	91352534	-	-	-	MI0000114	hsa-mir-107	4.238	4.115	2.995	3.25	4.763	3.419	2.285	3.476	2.952	3.174	2.737	4.153	3.474	3.202	3.657	3.824	3.689	3.475	3.905	4.113	2.783	4.833	3.753	3.898	3.417	3.642	3.063	3.932	3.647	3.223	4.164	2.867	3.05	2.781	3.497	2.934	3.934	2.643	3.172	4.274	3.929	3.08	3.893	3.469	3.633	4.333	3.61	3.094	4.351	3.6	3.535	3.035	3.385	2.436	2.207	2.273	3.337	2.135	3.405	2.985
hsa-miR-146b-5p	-	-	10	104196278	104196299	-	-	-	MI0003129	hsa-mir-146b	-3.308	-3.529	-4.41	-3.559	-3.006	-3.639	-3.093	-1.741	-3.497	-3.698	-3.202	-3.647	-1.848	-3.398	-3.392	-4.116	-3.687	-3.552	-2.557	-2.734	3.53	-0.752	-2.905	0.105	-3.793	-3.345	-3.414	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-4.328	-3.191	-2.012	-4.374	-3.09	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.785	-3.661	-2.855	-3.929	-3.366	-4.017	-3.624	-2.894	-3.962	-4.513	-3.496	-2.606	-3.162	-3.998
hsa-miR-202	-	-	10	135061041	135061060	-	-	-	MI0003130	hsa-mir-202	-3.244	-3.285	-4.348	-1.683	-2.939	-1.852	-1.914	-3.346	-4.219	-3.167	-1.834	-3.182	-3.089	-2.285	-2.147	-3.623	-2.224	-2.042	-0.453	-1.349	0.607	-1.889	-1.36	0.97	-1.462	-0.392	-1.904	-0.842	-1.272	-0.648	-0.838	-1.966	-0.249	-1.171	-2.042	-3.971	-3.19	-2.91	-2.58	-3.568	-4.189	-1.257	-0.573	-1.939	-0.427	-0.174	-0.305	-1.853	0.189	-0.739	-0.269	-1.683	-0.386	-0.235	-1.06	-2.257	-0.288	-1.819	-0.002	-1.602
hsa-miR-210	-	-	11	568111	568132	-	-	-	MI0000286	hsa-mir-210	1.463	1.583	1.122	-0.431	1.138	2.544	-1.001	1.391	0.037	1.039	1.664	0.543	-0.324	0.431	0.164	-0.028	2.2	-1.354	-2.093	-3.167	1.858	-1.728	-1.945	2.953	0.373	-1.335	-0.739	-1.667	1.453	-1.478	-1.848	0.16	-0.167	0.055	0.712	1.66	0.679	0.871	-0.223	-1.15	1.668	-0.602	0.386	2.043	-0.317	-0.475	2.43	-0.959	2.154	0.17	1.393	1.575	1.751	0.933	-0.624	0.432	2.591	0.852	1.262	-1.092
hsa-miR-483-5p	-	-	11	2155410	2155431	-	-	-	MI0002467	hsa-mir-483	-2.543	-2.057	-2.819	0.011	-2.193	-0.976	-0.892	-2.231	-2.634	-2.1	-1.095	-2.025	-1.159	-1.47	-1.424	-2.702	-2.291	-1.309	1.075	-0.407	-1.264	-1.856	0.395	-0.039	-0.328	-3.009	-0.768	-3.16	-2.54	-2.895	-2.968	-0.665	-2.819	-3.183	-2.391	-2.126	-2.224	-1.864	-1.455	-2.825	-2.029	0.15	-3.56	-0.993	-3.07	-3.27	-3.21	-0.391	-2.528	-3.731	-2.546	-0.954	-3.074	-2.296	-0.477	-1.489	-2.101	-1.048	-2.753	-1.073
hsa-miR-129-3p	-	-	11	43603001	43603022	-	-	-	MI0000473	hsa-mir-129-2	-2.852	-3.529	-2.668	-3.802	-3.412	-3.196	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-2.481	-1.299	-3.201	-2.905	-2.26	0.029	-3.345	-3.98	-3.673	1.193	-3.081	-3.36	-3.612	-3.228	-2.301	-2.891	-4.328	-3.497	-3.606	-4.335	-3.103	-2.85	-2.76	-3.221	-4.028	-3.07	-3.454	-3.785	-1.186	-3.045	-1.02	-3.366	-4.071	-3.222	-2.894	-3.962	-4.361	-3.496	-4.168	-3.162	-3.998
hsa-miR-130a	-	-	11	57408726	57408747	-	-	-	MI0000448	hsa-mir-130a	-4.002	3.994	2.75	2.792	4.927	3.918	1.181	2.819	2.291	2.695	1.931	-3.647	-3.615	1.527	-3.453	-4.116	-3.687	-4.388	2.016	-3.167	-1.38	2.724	-2.905	-2.26	3.361	2.1	2.645	2.148	2.529	1.709	2.353	-0.069	2.738	2.465	3.148	3.33	4.078	1.868	4.148	3.461	5.309	1.749	4.898	-4.028	3.558	4.244	2.907	4.301	2.962	5.022	-0.559	3.329	1.515	1.354	2.437	2.099	-1.338	4.014	2.672	2.956
hsa-miR-192	-	-	11	64658630	64658694	-	-	-	MI0000234	hsa-mir-192	-2.059	-1.841	-4.128	-3.802	-0.959	-3.636	-1.035	-3.862	-3.671	-3.332	-3.202	5.209	5.407	-3.398	-0.935	3.599	5.105	2.721	-3.545	-3.167	-0.338	-2.414	-2.214	-2.26	-3.753	-3.013	-2.031	-3.673	-2.607	-3.177	-3.218	-3.809	-1.727	-1.203	0.81	-2.456	-1.838	-1.658	-1.994	-2.208	-3.423	-2.967	-1.974	-1.803	-2.779	-2.453	2.032	-2.399	-1.563	-1.59	-2.004	-1.659	-2.837	-1.921	0.487	-2.619	-2.485	-4.363	1.241	-2.937
hsa-miR-192*	-	-	11	64658630	64658694	-	-	-	MI0000234	hsa-mir-192	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	0.033	0.09	-3.398	-3.453	-1.74	-0.085	-1.959	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.903	-4.028	-3.07	-3.454	-3.49	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-miR-194(2)	-	-	11	64658875	64658896	-	-	-	MI0000732	hsa-mir-194-2	-2.365	-2.945	-4.41	-3.802	-1.502	-3.639	-2.132	-3.862	-4.253	-3.698	-3.202	4.762	4.655	-3.398	-1.542	3.244	4.905	2.195	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.052	-3.345	-2.391	-3.673	-2.607	-3.213	-3.36	-4.162	-3.086	-3.033	-0.536	-3.502	-2.751	-2.575	-1.985	-3.211	-4.208	-3.176	-3.292	-2.332	-3.07	-3.454	0.986	-3.057	-3.006	-2.613	-2.884	-2.21	-3.624	-2.894	-0.128	-3.141	-3.496	-4.549	-0.056	-3.149
hsa-miR-139-3p	-	-	11	72326109	72326130	-	-	-	MI0000261	hsa-mir-139	-4.002	-3.529	-4.41	-2.29	-3.412	-3.639	-2.296	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.175	-3.453	-4.116	-3.687	-3.745	-2.039	-2.784	-1.38	-3.201	-2.905	-2.26	-2.116	-3.345	-2.917	-3.673	-2.607	-3.213	-3.36	-1.946	-3.228	-3.413	-2.891	-4.328	-3.497	-3.606	-3.44	-3.916	-4.285	-2.46	-3.903	-2.328	-3.07	-3.454	-3.785	-2.952	-3.045	-3.929	-3.366	-3.064	-3.624	-2.894	-2.238	-2.777	-3.496	-3	-3.162	-1.752
hsa-miR-326	-	-	11	75046151	75046170	-	-	-	MI0000808	hsa-mir-326	-3.886	-3.529	-4.41	-3.802	-2.777	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-3.593	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.286	-4.655	-3.228	-2.86	-2.891	-4.328	-3.497	-3.606	-4.374	-3.411	-4.285	-3.176	-2.681	-3.649	-3.07	-3.237	-3.62	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
