ROWNAME	Name	TissueType	DataSource	OncoTree1	OncoTree2	OncoTree3	OncoTree4
1060	U-937	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
1061	U-BLC1	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
1062	U266B1	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
1063	U343	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1064	UACC-257	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1065	UACC-62	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1066	UACC-812	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
1067	UACC-893	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
1068	UM-UC-1	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
1069	UM-UC-3	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
1070	UMRC2	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
1071	UMRC6	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1072	UOK101	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
1073	UT-7	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1074	VCaP	prostate: adenocarcinoma	CCLE	Prostate	NA	NA	NA
1075	VM-CUB1	urinary_tract: transitional_cell_carcinoma	CCLE	Bladder_Urinary_Tract	Bladder Urothelial Carcinoma (BLCA)	NA	NA
1076	VMRC-LCD	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1077	VMRC-LCP	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1078	VMRC-RCW	kidney: carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1079	VMRC-RCZ	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1080	WM-115	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1081	WM-266-4	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1082	WM-793	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1083	WM-88	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1084	WM-983B	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1085	WM1799	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
1086	WSU-DLCL2	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
1087	YAPC	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
1088	YD-10B	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
1089	YD-15	salivary_gland: mucoepidermoid_carcinoma	CCLE	Head_Neck	Salivary Carcinoma (SACA)	Mucoepidermoid Carcinoma (MUCC)	NA
1090	YD-38	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
1091	YD-8	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
1092	YH-13	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1093	YKG1	central_nervous_system: astrocytoma_Grade_IV	CCLE	Brain_CNS	Diffuse Glioma (DIFG)	Astrocytoma (ASTR)	NA
1094	YMB-1	breast: carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	NA	NA
1095	ZR-75-1	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
1096	ZR-75-30	breast: ductal_carcinoma	CCLE	Breast	Breast Carcinoma (BRCA)	Breast Invasive Ductal Carcinoma (IDC)	NA
1097	22RV1	prostate	CGP	Prostate	NA	NA	NA
1098	23132-87	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1099	380	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1100	5637	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1101	639-V	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1102	647-V	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1103	697	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1104	769-P	clear cell carcinoma	CGP	Other	Unknown (UNK)	NA	NA
1105	786-0	clear cell carcinoma	CGP	Other	Unknown (UNK)	NA	NA
1106	8-MG-BA	glioma	CGP	Brain_CNS	NA	NA	NA
1107	8505C	thyroid	CGP	Thyroid	NA	NA	NA
1108	A101D	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1109	A172	glioma	CGP	Brain_CNS	NA	NA	NA
1110	A204	rhabdomyosarcoma	CGP	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
1111	A2058	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1112	A253	other	CGP	Other	NA	NA	NA
1113	A2780	ovary	CGP	Ovary	NA	NA	NA
1114	A3-KAW	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1115	A375	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1116	A4-Fuk	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1117	A427	lung: NOS	CGP	Lung	NA	NA	NA
1118	A431	other	CGP	Other	NA	NA	NA
1119	A498	Renal other	CGP	Kidney	NA	NA	NA
1120	A549	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1121	A673	rhabdomyosarcoma (putative Ewing's)	CGP	Soft_Tissue	Rhabdomyosarcoma (RMS)	NA	NA
1122	A704	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1123	ABC-1	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1124	ACHN	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1125	ACN	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1126	AGS	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1127	ALL-PO	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1128	AM-38	glioma	CGP	Brain_CNS	NA	NA	NA
1129	AML-193	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1130	AN3-CA	endometrium	CGP	Uterus	NA	NA	NA
1131	ARH-77	Myeloma	CGP	Blood	Multiple Myeloma (MM)	NA	NA
1132	AsPC-1	pancreas	CGP	Pancreas	NA	NA	NA
1133	ATN-1	lymphoblastic T cell leukaemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1134	B2-17	glioma	CGP	Brain_CNS	NA	NA	NA
1135	BALL-1	B cell leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1136	BB30-HNC	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1137	BB49-HNC	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1138	BB65-RCC	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1139	BC-1	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1140	BC-3	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1141	BCPAP	thyroid	CGP	Thyroid	NA	NA	NA
1142	BE-13	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1143	Becker	glioma	CGP	Brain_CNS	NA	NA	NA
1144	BEN	lung: NOS	CGP	Lung	NA	NA	NA
1145	BFTC-905	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1146	BFTC-909	Renal other	CGP	Kidney	NA	NA	NA
1147	BHT-101	thyroid	CGP	Thyroid	NA	NA	NA
1148	BHY	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1149	BL-41	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1150	BL-70	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1151	BOKU	cervix	CGP	Cervix	NA	NA	NA
1152	BONNA-12	hairy_cell_leukaemia	CGP	Blood	Leukemia (LEUK)	Hairy Cell Leukemia (HCL)	NA
1153	BPH-1	prostate	CGP	Prostate	NA	NA	NA
1154	BT-20	breast	CGP	Breast	NA	NA	NA
1155	BT-549	breast	CGP	Breast	NA	NA	NA
1156	BV-173	CML	CGP	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
1157	BxPC-3	pancreas	CGP	Pancreas	NA	NA	NA
1158	C-33-A	cervix	CGP	Cervix	NA	NA	NA
1159	C-4-II	cervix	CGP	Cervix	NA	NA	NA
1160	C2BBe1	large_intestine	CGP	Bowel	NA	NA	NA
1161	C32	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1162	C3A	liver	CGP	Liver	NA	NA	NA
1163	C8166	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1164	Ca-Ski	cervix	CGP	Cervix	NA	NA	NA
1165	CA46	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1166	Ca9-22	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1167	CAKI-1	clear cell carcinoma	CGP	Other	Unknown (UNK)	NA	NA
1168	CAL-120	breast	CGP	Breast	NA	NA	NA
1169	CAL-12T	lung: NSCLC: NOS	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1170	CAL-148	breast	CGP	Breast	NA	NA	NA
1171	CAL-27	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1172	CAL-33	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1173	CAL-39	vulva	CGP	Vulva	NA	NA	NA
1174	CAL-51	breast	CGP	Breast	NA	NA	NA
1175	CAL-54	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1176	CAL-62	thyroid	CGP	Thyroid	NA	NA	NA
1177	CAL-72	osteosarcoma	CGP	Bone	Osteosarcoma (OS)	NA	NA
1178	CAL-85-1	breast	CGP	Breast	NA	NA	NA
1179	Calu-1	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1180	Calu-3	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1181	Calu-6	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1182	CAMA-1	breast	CGP	Breast	NA	NA	NA
1183	Caov-3	ovary	CGP	Ovary	NA	NA	NA
1184	Caov-4	ovary	CGP	Ovary	NA	NA	NA
1185	CAPAN-1	pancreas	CGP	Pancreas	NA	NA	NA
1186	Capan-2	pancreas	CGP	Pancreas	NA	NA	NA
1187	CaR-1	large_intestine	CGP	Bowel	NA	NA	NA
1188	CAS-1	glioma	CGP	Brain_CNS	NA	NA	NA
1189	CCF-STTG1	glioma	CGP	Brain_CNS	NA	NA	NA
1190	CCRF-CEM	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1191	CESS	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1192	CFPAC-1	pancreas	CGP	Pancreas	NA	NA	NA
1193	CGTH-W-1	thyroid	CGP	Thyroid	NA	NA	NA
1194	ChaGo-K-1	lung: NOS	CGP	Lung	NA	NA	NA
1195	CHL-1	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1196	CHP-134	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1197	CHP-212	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1198	CMK	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1199	CML-T1	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1200	COLO-205	large_intestine	CGP	Bowel	NA	NA	NA
1201	COLO-320-HSR	large_intestine	CGP	Bowel	NA	NA	NA
1202	COLO-668	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1203	COLO-678	large_intestine	CGP	Bowel	NA	NA	NA
1204	COLO-679	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1205	COLO-680N	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1206	COLO-684	endometrium	CGP	Uterus	NA	NA	NA
1207	COLO-720E	ovary	CGP	Ovary	NA	NA	NA
1208	COLO-741	large_intestine	CGP	Bowel	NA	NA	NA
1209	COLO-792	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1210	COLO-800	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1211	COLO-824	breast	CGP	Breast	NA	NA	NA
1212	COR-L105	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1213	COR-L23	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1214	COR-L279	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1215	COR-L51	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1216	COR-L88	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1217	COR-L96CAR	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1218	CP66-MEL	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1219	CP67-MEL	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1220	CPC-N	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1221	CRO-AP2	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1222	CRO-AP5	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1223	CTB-1	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1224	CTV-1	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1225	CW-2	large_intestine	CGP	Bowel	NA	NA	NA
1226	D-245MG	glioma	CGP	Brain_CNS	NA	NA	NA
1227	D-247MG	glioma	CGP	Brain_CNS	NA	NA	NA
1228	D-263MG	glioma	CGP	Brain_CNS	NA	NA	NA
1229	D-283MED	medulloblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Medulloblastoma (MBL)	NA
1230	D-336MG	glioma	CGP	Brain_CNS	NA	NA	NA
1231	D-384MED	medulloblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Medulloblastoma (MBL)	NA
1232	D-392MG	glioma	CGP	Brain_CNS	NA	NA	NA
1233	D-397MG	glioma	CGP	Brain_CNS	NA	NA	NA
1234	D-423MG	glioma	CGP	Brain_CNS	NA	NA	NA
1235	D-458MED	medulloblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Medulloblastoma (MBL)	NA
1236	D-502MG	glioma	CGP	Brain_CNS	NA	NA	NA
1237	D-538MG	glioma	CGP	Brain_CNS	NA	NA	NA
1238	D-542MG	glioma	CGP	Brain_CNS	NA	NA	NA
1239	D-556MED	medulloblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Medulloblastoma (MBL)	NA
1240	D-566MG	glioma	CGP	Brain_CNS	NA	NA	NA
1241	Daoy	medulloblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Medulloblastoma (MBL)	NA
1242	Daudi	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1243	DB	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1244	DBTRG-05MG	glioma	CGP	Brain_CNS	NA	NA	NA
1245	DEL	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1246	Detroit562	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1247	DG-75	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1248	DJM-1	other	CGP	Other	NA	NA	NA
1249	DK-MG	glioma	CGP	Brain_CNS	NA	NA	NA
1250	DMS-114	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1251	DMS-153	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1252	DMS-273	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1253	DMS-53	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1254	DMS-79	lung: small_cell_carcinoma	CGP	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
1255	DOHH-2	B cell lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
1256	DOK	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1257	DoTc2-4510	cervix	CGP	Cervix	NA	NA	NA
1258	DSH1	bladder	CGP	Bladder_Urinary_Tract	NA	NA	NA
1259	DU-145	prostate	CGP	Prostate	NA	NA	NA
1260	DU-4475	breast	CGP	Breast	NA	NA	NA
1261	DV-90	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1262	EB-3	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1263	EB2	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1264	EC-GI-10	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1265	ECC12	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1266	ECC4	other	CGP	Other	NA	NA	NA
1267	EFM-19	breast	CGP	Breast	NA	NA	NA
1268	EFO-21	ovary	CGP	Ovary	NA	NA	NA
1269	EFO-27	ovary	CGP	Ovary	NA	NA	NA
1270	EGI-1	biliary_tract	CGP	Biliary_Tract	NA	NA	NA
1271	EHEB	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1272	EKVX	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1273	EM-2	CML	CGP	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
1274	EoL-1-cell	haematopoietic_neoplasm other	CGP	Other	NA	NA	NA
1275	EPLC-272H	lung: NSCLC: squamous_cell_carcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
1276	ES1	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1277	ES3	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1278	ES5	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1279	ES6	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1280	ES7	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1281	ES8	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1282	ESS-1	endometrium	CGP	Uterus	NA	NA	NA
1283	ETK-1	biliary_tract	CGP	Biliary_Tract	NA	NA	NA
1284	EVSA-T	breast	CGP	Breast	NA	NA	NA
1285	EW-1	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1286	EW-11	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1287	EW-12	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1288	EW-13	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1289	EW-16	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1290	EW-18	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1291	EW-22	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1292	EW-24	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1293	EW-3	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1294	EW-7	Ewings sarcoma	CGP	Bone	Ewing Sarcoma (ES)	NA	NA
1295	FADU	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1296	FTC-133	thyroid	CGP	Thyroid	NA	NA	NA
1297	G-361	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1298	G-401	Renal other	CGP	Kidney	NA	NA	NA
1299	GA-10-Clone-20	Burkitt lymphoma	CGP	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
1300	GA-10-Clone-4	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1301	GAK	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1302	GAMG	glioma	CGP	Brain_CNS	NA	NA	NA
1303	GCIY	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1304	GCT	soft tissue other	CGP	Soft_Tissue	NA	NA	NA
1305	GDM-1	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1306	GI-1	glioma	CGP	Brain_CNS	NA	NA	NA
1307	GI-ME-N	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1308	GMS-10	glioma	CGP	Brain_CNS	NA	NA	NA
1309	GOTO	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1310	GOTO-P3	neuroblastoma	CGP	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
1311	Gp2D	large_intestine	CGP	Bowel	NA	NA	NA
1312	GP5d	large_intestine	CGP	Bowel	NA	NA	NA
1313	GR-ST	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1314	GT3TKB	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1315	H-EMC-SS	other	CGP	Other	NA	NA	NA
1316	H4	glioma	CGP	Brain_CNS	NA	NA	NA
1317	H9	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1318	HA7-RCC	Renal cell carcinoma	CGP	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
1319	HAL-01	lymphoblastic leukemia	CGP	Blood	Leukemia (LEUK)	NA	NA
1320	HC-1	hairy_cell_leukaemia	CGP	Blood	Leukemia (LEUK)	Hairy Cell Leukemia (HCL)	NA
1321	HCC1143	breast	CGP	Breast	NA	NA	NA
1322	HCC1187	breast	CGP	Breast	NA	NA	NA
1323	HCC1395	breast	CGP	Breast	NA	NA	NA
1324	HCC1419	breast	CGP	Breast	NA	NA	NA
1325	HCC1599	breast	CGP	Breast	NA	NA	NA
1326	HCC1806	breast	CGP	Breast	NA	NA	NA
1327	HCC1937	breast	CGP	Breast	NA	NA	NA
1328	HCC1954	breast	CGP	Breast	NA	NA	NA
1329	HCC2157	breast	CGP	Breast	NA	NA	NA
1330	HCC2218	breast	CGP	Breast	NA	NA	NA
1331	HCC2998	large_intestine	CGP	Bowel	NA	NA	NA
1332	HCC38	breast	CGP	Breast	NA	NA	NA
1333	HCC70	breast	CGP	Breast	NA	NA	NA
1334	HCE-4	oesophagus	CGP	Esophagus_Stomach	NA	NA	NA
1335	HCE-T	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1336	HCT-116	large_intestine	CGP	Bowel	NA	NA	NA
1337	HCT-15	large_intestine	CGP	Bowel	NA	NA	NA
1338	HD-MY-Z	Hodgkin lymphoma	CGP	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
1339	HDLM-2	Hodgkin lymphoma	CGP	Lymph	Hodgkin's Lymphoma (HL)	NA	NA
1340	HEC-1	endometrium	CGP	Uterus	NA	NA	NA
1341	HEL	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1342	HeLaSF	cervix	CGP	Cervix	NA	NA	NA
1343	HGC-27	stomach	CGP	Esophagus_Stomach	NA	NA	NA
1344	HH	lymphoid_neoplasm other	CGP	Lymph	NA	NA	NA
1345	HL-60	AML	CGP	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
1346	HLE	liver	CGP	Liver	NA	NA	NA
1347	HMV-II	malignant_melanoma	CGP	Skin	Melanoma (MEL)	NA	NA
1348	HN	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1349	HO-1-N-1	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1350	HOP-62	lung: NSCLC: adenocarcinoma	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
1351	HOP-92	lung: NSCLC: large cell	CGP	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
1352	HOS	osteosarcoma	CGP	Bone	Osteosarcoma (OS)	NA	NA
1353	HPAF-II	pancreas	CGP	Pancreas	NA	NA	NA
1354	Hs-578-T	breast	CGP	Breast	NA	NA	NA
1355	HSC-2	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
1356	HSC-3	upper_aerodigestive_tract	CGP	Head_Neck	NA	NA	NA
