""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_SID"	"CAS"
"118695"	118695	"xanthomycin"	"CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCN(CC4)C(=N)NC(=N)N)C(=O)c5c(O)cccc5[C@@]3(C)O"	0	NA	NA	1	1	"555878"	"13040987"
"118732"	118732	"NCIMech_000126"	"Cc1ccc(C)c2\C(=N\Nc3ccccc3[N+](=O)[O-])\C(=O)Nc12"	0	""	""	1	1	"3403987"	"21231356"
"118742"	118742	"Pentamethylmelamine"	"CNc1nc(nc(n1)N(C)C)N(C)C"	0	NA	NA	10	2	"555892"	"35832098"
"118767"	118767	"3-(5-Methoxy-2-oxo-7-phenylmethoxychromen-4-yl)propanoic acid;3-(7-methoxy-2-oxo-5-phenylmethoxychromen-4-yl)propanoic acid"	"COc1cc(OCc2ccccc2)c3C(=CC(=O)Oc3c1)CCC(=O)O.COc4cc(OCc5ccccc5)cc6OC(=O)C=C(CCC(=O)O)c46"	0	""	""	1	1	"273493"	NA
"118836"	118836	"4-(acetylamino)-1-methyl-5-oxo-2,5-dihydro-1H-pyrrol-3-yl 4-methylbenzenesulfonate"	"CN1CC(=C(NC(=O)C)C1=O)OS(=O)(=O)c2ccc(C)cc2"	0	""	""	2	1	"273548"	NA
"118976"	118976	"Benzyl Isothiocyanate"	"S=C=NCc1ccccc1"	0	NA	NA	2	2	"413937"	"622786"
"118994"	118994	"Inosine dialdehyde"	"OC[C@@H](O[C@H](C=O)n1cnc2C(=O)N=CNc12)C=O"	0	"Ds"	""	9	5	"135400916"	"23590990"
"119236"	119236	"ChemDiv3_001941"	"CCOC(=O)c1c2C(=O)c3ccccc3C(=O)c2n4ccccc14"	0	""	""	1	1	"273769"	"3306932"
"119621"	119621	"ethyl 2-hydroxy-2,3,3a,11b-tetrahydro-1H-cyclopenta[l]phenanthrene-1-carboxylate"	"CCOC(=O)C1C(O)CC2C1c3ccccc3c4ccccc24"	0	""	""	1	1	"273923"	NA
"119754"	119754	"Coptisine Chloride"	"C1Oc2cc3CC[n+]4cc5c6OCOc6ccc5cc4c3cc2O1"	0	""	""	2	2	"72321"	"6020184"
"119875"	119875	"Cisplatin"	"[Cl-][Pt+2]([Cl-])(N)N"	0	"A7|AlkAg"	"FDA approved"	149	98	"-1"	"15663271"
"119889"	119889	"2,3,4,5-tetrabromo-6-(3,6-dihydroxy-9h-xanthen-9-yl)benz..."	"OC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C2c3ccc(O)cc3Oc4cc(O)ccc24"	0	""	""	1	1	"274104"	"500533915"
"119910"	119910	"2-(4,5,6-trihydroxy-3-oxo-3h-xanthen-9-yl)cyclohexanecar..."	"OC(=O)C1CCCCC1C2=C3C=CC(=O)C(=C3Oc4c(O)c(O)ccc24)O"	0	""	""	1	1	"274122"	NA
"119913"	119913	"7-methyl-3-(4,5,6-trihydroxy-3-oxo-3h-xanthen-9-yl)bicyc..."	"CC1C2C=CC1C(C2C(=O)O)C3=C4C=CC(=O)C(=C4Oc5c(O)c(O)ccc35)O"	0	""	""	1	1	"274125"	NA
"119915"	119915	"3-(4,5,6-trihydroxy-3-oxo-3h-xanthen-9-yl)propanoic acid"	"OC(=O)CCC1=C2C=CC(=O)C(=C2Oc3c(O)c(O)ccc13)O"	0	""	""	1	1	"274127"	NA
"120050"	120050	"4-amino-7H-pyrrolo[2,3-d]pyrimidine-5-carboxamide;hydrochloride"	"NC(=O)c1c[nH]c2ncnc(N)c12"	0	""	""	1	1	"24191132"	NA
"120186"	120186	"EC-000.1784"	"Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C=O"	0	""	""	1	1	"274241"	"6590654"
"120288"	120288	"5-[4-(4-Carboxythiadiazol-5-yl)phenyl]thiadiazole-4-carboxylic acid"	"OC(=O)c1nnsc1c2ccc(cc2)c3snnc3C(=O)O"	0	""	""	1	1	"274297"	NA
"120634"	120634	"RTX-012089"	"NNS(=O)(=O)c1cc(cc(c1)C(=O)O)C(=O)O"	0	""	""	1	1	"274548"	"89626108"
"120672"	120672	"2-[(E)-(fluoren-9-ylidenehydrazinylidene)methyl]benzoic acid"	"OC(=O)c1ccccc1\C=N\N=C2c3ccccc3c4ccccc24"	0	""	""	1	1	"5351984"	NA
"120925"	120925	"4-[3-[2-Chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]propylcarbamoylamino]benzenesulfonyl fluoride;ethanesulfonic acid"	"CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCNC(=O)Nc3ccc(cc3)S(=O)(=O)F)c(Cl)c2"	0	""	""	2	2	"274726"	"25313002"
"120958"	120958	"kinetin riboside"	"OCC1OC(C(O)C1O)n2cnc3c(NCc4occc4)ncnc23"	0	NA	NA	2	2	"415254"	"4338470"
"121073"	121073	"2-[(9-Methylpentadecan-7-yl)amino]ethyl 4-nitrobenzoate"	"CCCCCCC(C)CC(CCCCCC)NCCOC(=O)c1ccc(cc1)[N+](=O)[O-]"	0	""	""	1	1	"274793"	NA
"121129"	121129	"2-(9-Methylpentadecan-7-ylamino)ethyl 4-nitrobenzoate;hydrochloride"	"CCCCCCC(C)CC(CCCCCC)NCCOC(=O)c1ccc(cc1)[N+](=O)[O-]"	0	""	""	1	1	"24191363"	NA
"121139"	121139	"Acrophylline"	"COc1ccc2C(=O)c3ccoc3N(CC=C(C)C)c2c1"	0	""	""	2	2	"87840"	"18904400"
"121145"	121145	"drosopholin b"	"C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CO"	0	NA	NA	2	1	"415340"	"125655"
"121155"	121155	"CS-0060737"	"C\C(=C/c1ccc2ccccc2c1)\[N+](=O)[O-]"	0	""	""	1	1	"5381681"	"59832121"
"121182"	121182	"9-(2-Amino-2-deoxy-d-xylofuranosyl) adenine"	"NC1C(O)C(CO)OC1n2cnc3c(N)ncnc23"	0	NA	NA	1	1	"415374"	"24807849"
"121208"	121208	"Tnbt"	"COc1cc(ccc1[n+]2nc(nn2c3ccc(cc3)[N+](=O)[O-])c4ccc(cc4)[N+](=O)[O-])c5ccc(c(OC)c5)[n+]6nc(nn6c7ccc(cc7)[N+](=O)[O-])c8ccc(cc8)[N+](=O)[O-]"	0	NA	NA	2	2	"556381"	"1184436"
"121210"	121210	"dehydroepiandrosterone mustard"	"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OC(=O)Cc5ccc(cc5)N(CCCl)CCCl)[C@@H]1CCC2=O"	0	""	""	1	1	"198019"	"24141900"
"121322"	121322	"N-(8-chloro-6-oxo-5H-phenanthridin-3-yl)acetamide"	"CC(=O)Nc1ccc2c(NC(=O)c3cc(Cl)ccc23)c1"	0	""	""	1	1	"274963"	NA
"121713"	121713	"2-(Dimethylamino)-3-(4-methylphenyl)sulfanylnaphthalene-1,4-dione"	"CN(C)C1=C(Sc2ccc(C)cc2)C(=O)c3ccccc3C1=O"	0	""	""	2	2	"275098"	NA
"121754"	121754	"N-[(E)-(4-chloro-3-nitrophenyl)methylideneamino]formamide"	"[O-][N+](=O)c1cc(\C=N\NC=O)ccc1Cl"	0	""	""	2	2	"6861592"	NA
"121771"	121771	""	"NC(=N)SCCN1CCCCC1"	0	NA	NA	1	1	"556484"	NA
"121848"	121848	"laudanosolinium, 2-methyl-, bromide (.+-.)-"	"C[N+]1(C)CCc2cc(O)c(O)cc2C1Cc3ccc(O)c(O)c3"	0	""	""	1	1	"5351989"	NA
"121868"	121868	"strychnine, 11-benzylidene"	"O=C1N2C3C4C5CC6N(CCC36c7ccccc27)CC5=CCOC4/C/1=C\c8ccccc8"	0	""	""	1	1	"5381711"	"25998703"
"121879"	121879	"N,N-bis(2-chloroethyl)-3-methyl-4-(naphthalen-2-yliminomethyl)aniline;hydrochloride"	"Cc1cc(ccc1\C=N\c2ccc3ccccc3c2)N(CCCl)CCCl"	0	""	""	2	2	"24191452"	NA
"121934"	121934	"1-(1-adamantyl)-3-[(E)-(3,5-dichlorophenyl)methylideneamino]thiourea"	"Clc1cc(Cl)cc(\C=N\NC(=S)NC23CC4CC(CC(C4)C2)C3)c1"	0	""	""	2	2	"9556459"	"32403182"
"122023"	122023	"valinomycin"	"CC(C)C1NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C"	0	NA	NA	7	2	"556534"	"2001958"
"122060"	122060	"ethanesulfonic acid, compd. with n-[[3-[2-chloro-4-(4,6-..."	"CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCNC(=O)Nc3cccc(c3)S(=O)(=O)F)c(Cl)c2"	0	""	""	1	1	"275314"	"25312985"
"122131"	122131	"2196AB"	"Oc1ccc(C=O)c2cccnc12"	0	""	""	2	2	"275363"	"2598303"
"122226"	122226	"Laureatin"	"CCC(Br)C1CC(Br)C2CC(O2)C(C\C=C\C#C)O1"	0	""	""	1	1	"5458234"	NA
"122263"	122263	""	"CC(C)C[P+](c1ccccc1)(c2ccccc2)c3ccccc3"	0	NA	NA	1	1	"556572"	"60610051"
"122291"	122291	"o-toluenesulfonyl fluoride, 5-[3-[3-[2-chloro-4-(4,6-dia..."	"Cc1ccc(NC(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N)cc1S(=O)(=O)F"	0	""	""	1	1	"275433"	"25466777"
"122415"	122415	"dinatin"	"COc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)cc3"	0	""	""	1	1	"5281628"	"1447887"
"122621"	122621	""	"NCCSCCC(=O)O"	0	NA	NA	3	1	"556631"	"88512203"
"122656"	122656	"1-(Benzylsulfinyl)-2,4-dinitrobenzene"	"[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])S(=O)Cc2ccccc2"	0	""	""	1	1	"275684"	"35804376"
"122657"	122657	"1-Benzylsulfonyl-2,4-dinitro-benzene"	"[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])S(=O)(=O)Cc2ccccc2"	0	""	""	3	3	"275685"	"969186"
"122716"	122716	"stendomycin salicylate"	NA	0	NA	NA	2	2	"416389"	NA
"122750"	122750	"geldanamicin"	"CO[C@@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(=C\C=C/[C@@H](OC)[C@H](OC(=O)N)\C(=C\[C@@H](C)[C@@H]1O)\C)\C)C2=O"	0	NA	NA	21	16	"416395"	"30562346"
"122758"	122758	"Isotretinoin"	"C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C1=C(C)CCCC1(C)C"	0	"Ho|RXR|Differentiator"	"FDA approved"	5	2	"-1"	"302794"
"122759"	122759	"atav"	"C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C"	0	NA	NA	1	1	"416404"	"68268"
"122819"	122819	"Teniposide"	"COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5CO[C@H](OC5C(O)C4O)c6cccs6)c7cc8OCOc8cc27"	0	"TOP2"	"FDA approved"	13	11	"-1"	"29767202"
"122822"	122822	"Bio7C8"	"CC(=O)Nc1ccc(\C=C\[N+](=O)[O-])cc1"	0	""	""	2	1	"5381768"	"20805521"
"122864"	122864	"styrene, 2,6-dichloro-.beta.-nitro-"	"[O-][N+](=O)\C=C\c1c(Cl)cccc1Cl"	0	""	""	3	2	"5369223"	"22482435"
"122870"	122870	"methasquin"	"Cc1c(CNc2ccc(cc2)C(=O)NC(CC(=O)O)C(=O)O)ccc3nc(N)nc(N)c13"	0	NA	NA	4	3	"556680"	"18921705"
"123032"	123032	"ethanesulfonic acid, compd. with p-[4-[p-(4,6-diamino-2,..."	"CC1(C)N=C(N)N=C(N)N1c2ccc(CCCCc3ccc(cc3)S(=O)(=O)F)cc2"	0	""	""	2	2	"275908"	"21320569"
"123111"	123111	"t 53"	"COC1=C(C)C(=O)c2c(C1=O)c(COC(=O)N)c3C4C(Cn23)N4C"	0	""	""	2	2	"27590"	NA
"123115"	123115	"t 73"	"CCCNC1=C(C)C(=O)C2=C([C@H](COC(=O)N)[C@]3(OC)[C@@H]4N[C@@H]4CN23)C1=O"	0	NA	NA	6	5	"416678"	"16910795"
"123127"	123127	"Doxorubicin"	"COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO"	0	"TOP2"	"FDA approved"	2627	253	"-1"	"25316409"
"123138"	123138	"L-Cysteine, S-[(4-chlorophenyl)diphenylmethyl]-"	"NC(CSC(c1ccccc1)(c2ccccc2)c3ccc(Cl)cc3)C(=O)O"	0	""	""	2	2	"275977"	"27446908"
"123139"	123139	"l-cysteine, s-[(4-methylphenyl)diphenylmethyl]- (9ci)"	"Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccccc3"	0	""	""	2	2	"275978"	"61137686"
"123140"	123140	"L-Cysteine, S-[bis(4-methylphenyl)phenylmethyl]-"	"Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccc(C)cc3"	0	""	""	2	2	"275979"	NA
"123147"	123147	"N-methyl-N-[[5-methyl-3-(trifluoromethyl)-1H-pyrazol-4-yl]diazenyl]methanamine"	"CN(C)N=Nc1c(C)n[nH]c1C(F)(F)F"	0	""	""	1	1	"275985"	"27117028"
"123383"	123383	"7-hydroxy-3,4'-dimethoxy flavone"	"COc1ccc(cc1OC)C2=CC(=O)c3ccc(O)cc3O2"	0	""	""	1	1	"5378518"	"33513369"
"123399"	123399	"8-Oxapentacyclo[11.7.1.02,7.09,21.015,20]henicos-1-ene-5,14-dione"	"O=C1CCC2=C3C4CCCCC4C(=O)C5CCCC(OC2C1)C35"	0	""	""	2	2	"276142"	NA
"123461"	123461	"Benzenesulfonyl fluoride, 4-[[3-[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1(2H)-yl)phenyl]-1-oxopropyl]amino]-, monoethanesulfonate (9CI)"	"CC1(C)N=C(N)N=C(N)N1c2ccc(CCC(=O)Nc3ccc(cc3)S(=O)(=O)F)c(Cl)c2"	0	""	""	2	2	"276171"	"21320478"
"123463"	123463	"ethanesulfonic acid, compd. with 4-[3-[p-(4,6-diamino-2,..."	"Cc1cc(NC(=O)NCc2ccc(cc2)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F"	0	""	""	2	2	"276175"	"21322736"
"123465"	123465	"2-Chloro-4-[[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenyl]methylcarbamoylamino]benzenesulfonyl fluoride;ethanesulfonic acid"	"CC1(C)N=C(N)N=C(N)N1c2ccc(CNC(=O)Nc3ccc(c(Cl)c3)S(=O)(=O)F)c(Cl)c2"	0	""	""	2	2	"276179"	"20092084"
"123468"	123468	"ethanesulfonic acid, compd. with 5-[[3-[2-chloro-4-(4,6-..."	"Cc1ccc(cc1S(=O)(=O)F)C(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N"	0	""	""	1	1	"276185"	"25313079"
"123469"	123469	"ethanesulfonic acid, compd. with 4-[3-[2-[2-chloro-4-(4,..."	"Cc1cc(NC(=O)NCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F"	0	""	""	2	2	"276187"	"25313148"
"123491"	123491	"l-cysteine, s-[tris(4-methylphenyl)methyl]- (9ci)"	"Cc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccc(C)cc2)c3ccc(C)cc3"	0	""	""	2	2	"420441"	"61137697"
"123493"	123493	"l-cysteine, s-[(4-fluorophenyl)diphenylmethyl]- (9ci)"	"NC(CSC(c1ccccc1)(c2ccccc2)c3ccc(F)cc3)C(=O)O"	0	""	""	2	2	"420442"	"61137664"
"123511"	123511	"1,4-naphthalenedione, 2-(3,3-dibromo-2-propenyl)-3-hydro..."	"OC1=C(CC=C(Br)Br)C(=O)c2ccccc2C1=O"	0	""	""	1	1	"276206"	"36417159"
"123516"	123516	"propylamine, 3-(2-chloro-4-nitrophenoxy)-, monohydrobromide"	"NCCCOc1ccc(cc1Cl)[N+](=O)[O-]"	0	""	""	1	1	"21144443"	"25313217"
"123528"	123528	"l-cysteine, s-[(4-methoxyphenyl)diphenylmethyl]-"	"COc1ccc(cc1)C(SCC(N)C(=O)O)(c2ccccc2)c3ccccc3"	0	""	""	2	2	"420454"	NA
"123529"	123529	"l-cysteine, s-(2-naphthalenyldiphenylmethyl)- (9ci)"	"NC(CSC(c1ccccc1)(c2ccccc2)c3ccc4ccccc4c3)C(=O)O"	0	""	""	2	2	"420455"	"25840840"
"123794"	123794	"ZX-AT024064"	"Cc1ccc(O)c(c1)C(=O)\C=C\c2ccccc2"	0	""	""	1	1	"5708670"	"1775980"
"123814"	123814	"2,7-Dinitro-9h-fluoren-9-one oxime"	"ON=C1c2cc(ccc2c3ccc(cc13)[N+](=O)[O-])[N+](=O)[O-]"	0	""	""	1	1	"276243"	"23818259"
"123829"	123829	"2,2-dichloro-N-[6-[(2,2-dichloroacetyl)amino]-7-methoxy-9H-fluoren-2-yl]acetamide"	"COc1cc2Cc3cc(NC(=O)C(Cl)Cl)ccc3c2cc1NC(=O)C(Cl)Cl"	0	""	""	2	2	"276258"	NA
"123976"	123976	"neriifolin"	"COC1C(O)C(C)OC(O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O"	0	NA	NA	5	2	"417054"	"466079"
"123977"	123977	"sarnovid"	"COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3C(O)CC5(C)C(CCC45O)C6=CC(=O)OC6)C2)C1O"	0	NA	NA	2	2	"417055"	"547079"
"123978"	123978	"sarveroside"	"COC1CC(OC2CCC3(C)C(C2)CC4OC5CC(C6=CC(=O)OC6)C7(C)C(=O)C(O)C3C4C57O)OC(C)C1O"	0	""	""	2	2	"120725"	"545368"
"123979"	123979	"thevetin"	"CO[C@H]1[C@H](O)[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)O[C@@H](C)[C@@H]1O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O"	0	""	""	2	2	"5458241"	"27127793"
"123994"	123994	"4,5,6,7-tetrachloro-3,3-bis(6-hydroxybiphenyl-3-yl)isobe..."	"Oc1ccc(cc1c2ccccc2)C3(OC(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c34)c5ccc(O)c(c5)c6ccccc6"	0	""	""	1	1	"276306"	NA
"124147"	124147	"harringtonin"	"COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC"	0	NA	NA	2	1	"417172"	"26833852"
"124202"	124202	"Benzimidazo[1,2-c]quinazolin-6(12h)-one"	"O=C1Nc2ccccc2c3nc4ccccc4n13"	0	""	""	1	1	"135431964"	"16367990"
"124232"	124232	"ethanesulfonic acid, compd. with p-[[4-[2-chloro-4-(4,6-..."	"CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCCNC(=O)c3ccc(cc3)S(=O)(=O)F)c(Cl)c2"	0	""	""	1	1	"276432"	"25313182"
"124463"	124463	"Fludarabine"	"Nc1nc(F)nc2c1ncn2C3OC(CO)C(O)C3O"	0	"Ds|AM|Dr|STAT1"	"FDA approved"	2	2	"-1"	"21679152"
"124499"	124499	"4-{[4,4,4-Trifluoro-3-(trifluoromethyl)but-2-en-1-yl]oxy}naphthalene-1,2-dione"	"FC(F)(F)C(=CCOC1=CC(=O)C(=O)c2ccccc12)C(F)(F)F"	0	""	""	1	1	"276502"	NA
"124664"	124664	"Sodium;2-amino-3-tritylsulfanylpropanoic acid"	"NC(CSC(c1ccccc1)(c2ccccc2)c3ccccc3)C(=O)O"	0	""	""	1	1	"54598975"	NA
"124749"	124749	"(17-Acetyloxy-17-ethynyl-10,13-dimethyl-1,2,7,8,9,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-yl) acetate"	"CC(=O)OC1=CC2=CCC3C(CCC4(C)C3CCC4(OC(=O)C)C#C)C2(C)CC1"	0	""	""	1	1	"276608"	NA
"124764"	124764	"S-Hexadecyl methanethiosulfonate"	"CCCCCCCCCCCCCCCCSS(=O)(=O)C"	0	""	""	4	4	"97458"	"7559479"
"124770"	124770	"S-Decyl p-toluenethiosulfonate"	"CCCCCCCCCCSS(=O)(=O)c1ccc(C)cc1"	0	""	""	3	1	"97461"	"28519337"
"124784"	124784	"S-BENZYL P-TOLUENETHIOSULFONATE"	"Cc1ccc(cc1)S(=O)(=O)SCc2ccccc2"	0	""	""	2	2	"276623"	"16601028"
"124994"	124994	"naphthalen-1,4-dione, 3-butanoylamino-2-chloro-1,4-dihydro-"	"CCCC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O"	0	""	""	2	2	"276685"	NA
"125034"	125034	"2,2'-Disulfanediyldiquinolin-8-ol"	"Oc1cccc2ccc(SSc3ccc4cccc(O)c4n3)nc12"	0	""	""	1	1	"276707"	NA
"125066"	125066	"Bleomycin"	"C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(OC(=O)N)C3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCC[S+](C)C"	0	"Db"	"FDA approved"	139	122	"-1"	"9041934"
"125176"	125176	"Mikamycin, B grade"	"CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C3CC(=O)CCN3C(=O)C(Cc4ccc(cc4)N(C)C)N(C)C(=O)C5CCCN5C1=O)c6ccccc6.CC(C)C7OC(=O)C8=CCCN8C(=O)c9coc(CC(=O)CC(O)\C=C(/C)\C=C/CNC(=O)\C=C\C7C)n9"	0	""	""	2	1	"11979458"	NA
"125201"	125201	"4-(N'-Carbamimidoylcarbamimidamido)benzenesulfonamide"	"NC(=N)NC(=N)Nc1ccc(cc1)S(=O)(=O)N"	0	""	""	1	1	"276767"	"5626868"
"125347"	125347	"L06TDN89AB"	"Cc1nc(N)nc(N)c1CCCCc2ccccc2"	0	""	""	1	1	"276876"	"1597019"
"125348"	125348	"3-[4-[2-Chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]butylcarbamoylamino]benzenesulfonyl fluoride;ethanesulfonic acid"	"CC1(C)N=C(N)N=C(N)N1c2ccc(OCCCCNC(=O)Nc3cccc(c3)S(=O)(=O)F)c(Cl)c2"	0	""	""	1	1	"276877"	"25313159"
"125511"	125511	"1-(Tridecylamino)propan-2-ol;2,4,6-trinitrophenol"	"CCCCCCCCCCCCCNCC(C)O"	0	""	""	1	1	"277027"	NA
"125541"	125541	"3,7-Diamino-4,6-dibromo-2-methoxy-9H-fluoren-9-one"	"COc1cc2C(=O)c3cc(N)c(Br)cc3c2c(Br)c1N"	0	""	""	2	2	"277056"	NA
"125552"	125552	"8-Methoxy-3,9-dinitrophenanthridin-6(5h)-one"	"COc1cc2C(=O)Nc3cc(ccc3c2cc1[N+](=O)[O-])[N+](=O)[O-]"	0	""	""	1	1	"277067"	NA
"125844"	125844	"4-[3-[2-Chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]propylcarbamoylamino]-2-methylbenzenesulfonyl fluoride;ethanesulfonic acid"	"Cc1cc(NC(=O)NCCCOc2ccc(cc2Cl)N3C(=NC(=NC3(C)C)N)N)ccc1S(=O)(=O)F"	0	""	""	2	2	"277241"	"25313068"
"125845"	125845	"3-Chloro-4-[[2-[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]acetyl]amino]benzenesulfonyl fluoride;ethanesulfonic acid"	"CC1(C)N=C(N)N=C(N)N1c2ccc(OCC(=O)Nc3ccc(cc3Cl)S(=O)(=O)F)c(Cl)c2"	0	""	""	1	1	"277243"	NA
"125973"	125973	"Paclitaxel"	"CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C"	0	"TUBB|Tu-stab"	"FDA approved"	64	42	"-1"	"33069624"
"126217"	126217	"l-cysteine, s-[(4-bromophenyl)diphenylmethyl]- (9ci)"	"NC(CSC(c1ccccc1)(c2ccccc2)c3ccc(Br)cc3)C(=O)O"	0	""	""	2	2	"420691"	"61137675"
"126228"	126228	"ethanesulfonic acid, compd. with m-[4-[m-(4,6-diamino-2,..."	"CC1(C)N=C(N)N=C(N)N1c2cccc(CCCCc3cccc(c3)S(=O)(=O)F)c2"	0	""	""	2	2	"277387"	NA
"126668"	126668	"Diphenoxyphosphoryl-phenyl-methanol"	"OC(c1ccccc1)P(=O)(Oc2ccccc2)Oc3ccccc3"	0	""	""	1	1	"277714"	"52364326"
"126710"	126710	"5-(3,4-Dichlorophenyl)-6-[(3-methyl-4-nitro-phenoxy)methyl]pyrimidine-2,4-diamine"	"Cc1cc(OCc2nc(N)nc(N)c2c3ccc(Cl)c(Cl)c3)ccc1[N+](=O)[O-]"	0	""	""	2	2	"420759"	"21975826"
"126719"	126719	"3-(Acetyloxy)card-20(22)-enolide"	"CC(=O)OC1CCC2(C)C(CCC3C4CCC(C5=CC(=O)OC5)C4(C)CCC23)C1"	0	""	""	1	1	"277743"	"5672242"
"126727"	126727	"Desmethoxy-B-peltatin-A methyl ether"	"COc1ccc(cc1OC)C2C3C(Cc4c(OC)c5OCOc5cc24)OCC3=O"	0	NA	NA	2	2	"557208"	NA
"126728"	126728	"ver a"	"C[C@@H]1CCOC(=O)\C=C\C=C/C(=O)O[C@@H]2C[C@@H]3O[C@@H]4C=C(C)CC[C@]4(COC(=O)C1O)[C@@]2(C)[C@]35CO5.[ZH]"	0	NA	NA	12	3	"301187"	"3148092"
"126765"	126765	"Holacanthone"	"C[C@H]1[C@@H](O)[C@]2(O)OC[C@@]34[C@@H](C[C@H]5C(=CC(=O)[C@@H](O)[C@]5(C)[C@@H]23)C)OC(=O)[C@H](OC(=O)C)[C@@H]14"	0	NA	NA	7	6	"418675"	"84062602"
"126771"	126771	"Dichloroallyl lawsone"	"OC1=C(CC=C(Cl)Cl)C(=O)c2ccccc2C1=O"	0	"Ds|Rs"	""	13	11	"277767"	"36417160"
"126849"	126849	"3-Deazauridine"	"OCC1OC(C(O)C1O)N2C=CC(=O)CC2=O"	0	NA	NA	11	11	"418741"	"39935494"
"126933"	126933	"4-methyl-N'-(2-nitro-1-phenylethyl)benzenesulfonohydrazide"	"Cc1ccc(cc1)S(=O)(=O)NNC(C[N+](=O)[O-])c2ccccc2"	0	""	""	1	1	"277880"	NA
