nsc	name	testing_status	mechanism
286122	"6-Chloro-3'-methylidenespiro[2,3-dihydrochromene-4,5'-oxolane]-2'-one"		
286136	"[3,4,5-Triacetyloxy-6-[3-(3,3-dichloroprop-2-enyl)-1,4-dioxonaphthalen-2-yl]oxyoxan-2-yl]methyl acetate"		
286161	Crassin cinnamate		
286193	TIAZOFURIN		
286628	"5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-tride..."		
287069	Epicorazine A		
287450	oliverine		
287459	Cytarabine	FDA approved	Ds
287513	Ametantrone acetate		
289074	Dienone B		
289098	BRD-K58304294-001-01-5		
289117	"4-Amino-7-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-ethoxypyrrolo[2,3-d]pyrimidine-5-carbonitrile"		
289487	Asterriquinone		
289491	CHETOMIN		
289517	"L-Glutamic acid, N-[4-[[(2-amino-1,4-dihydro-4-oxo- 6-qu..."		
289637	Bredinin		
289645	FCRC57-G		
289900	"[5-[6-(2-Furylmethylamino)purin-9-yl]-3,4-dihydroxy-oxolan-2-yl]methoxyphosphonic acid"		
289901	"5-Fluoro-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]pyrimidine-2,4-dione"		
289922	"phosphonium, triphenylpropenyl-, bromide, (e)- (8ci)"		
290069	2-[2-(Aziridin-1-yl)ethyliminomethyl]phenolate;manganese(3+);perchloric acid		
290136	IVALBATIN ACETATE		
290193	ciclosporin		
290433	Coumarin 30		
290437	dbtc		
290494	"CHAPARRINONE, 6A-SENECIOYLOXY"		
290497	9-hydroxyparthenolide		
290511	"N-[2-[[4,5-Dihydroxy-2-methyl-6-[(9-methylpurin-6-yl)amino]oxan-3-yl]amino]-2-oxoethyl]-14-methylpentadecanamide"		
290555	"Benzoic acid, 3,3'-methylenebis(6-hydroxy-, compd. with ..."		
290806	".beta.-D-Glucopyranose, 2-(acetylamino)-2-deoxy-1-thio-,..."		
290813	"9,10-Anthracenedione, 1,4-bis[[2-[(2-hydroxyethyl)amino]..."		
290977	"Benzyl N-(2,4,5-trichlorophenyl)carbamodithioate"		
291049	2-[(Z)-2-(Benzenesulfonyl)-2-(5-nitrofuran-2-yl)ethenyl]-5-nitrofuran		
291056	Methyl 5-[(E)-2-(4-acetamidophenyl)sulfonyl-2-(5-nitrofuran-2-yl)ethenyl]furan-2-carboxylate		
291308	Terrein		
291312	8-hydroxy verrucarin a		
291317	"4H-1-Benzopyran-3-carboxaldehyde, 4-oxo-"		
291329	aplasmomycin		
291330	Happtsc		
291534			
291643	Pyrimidineacetaldehyde derivative		
291925	ARONIS016812		
291926	"6,9-Dihydroxybenzo[g]isoquinoline-5,10-dione"		
291927	"Ethyl 4-(4,5-dihydro-1,3-thiazol-2-ylcarbamoylamino)benzoate"		
292147	"12-Hydroxyindolo[2,1-b]quinazoline-6(12H)-one"		
292206	RUSTAIYAN A		
292222	maytansine deriv		
292256	Methyl 4-hydroxy-2-methoxybenzenecarbodithioate		
292463	Monoacetyl verrucarin A epoxide		
292567	nigericin		
292596	Chloroplatinum(1+);2-(4-methylpiperidin-1-yl)ethanethiolate;dihydrate		
292663	eurecurvin		
292684	"Urea, N-[2-[(2-chloroethyl)thio]ethyl]-N'-cyclohexyl-N-n..."		
292685	"5,12-Naphthacenedione, 10-[[3-(decylamino)-2,3,6-trideox..."		
292816	"1-Butanone, 1,1'-(9-ethyl-9H-carbazole-3,6-diyl)bis[4-(d..."		
292817	"1-Butanone, 1,1'-(9-ethyl-9H-carbazole-3,6-diyl)bis[4-(1..."		
292928	"benzyl-4-(benzyloxy)-5,6-dimethylpicolinate"		
293015	"4H-1-Benzopyran-8-acetic acid, 4-oxo-2-phenyl-, 2-(dieth..."		
293046	"Carbamimidothioic acid, (4-oxo-2-phenyl-4H-1-benzopyran-..."		
293061	Compound 77-6		
293074	BTSHWGAQAYYNFK-RELWKKBWSA-N		
293100	HONOKIOL		
293161	"2-[7-[3-(Carboxymethyl)-5,6,9,10-tetrahydroxy-1-methyl-3,4-dihydro-1H-benzo[g]isochromen-7-yl]-1-methyl-5,6,9,10-tetraoxo-3,4-dihydro-1H-benzo[g]isochromen-3-yl]acetic acid"		
293895	D 2928		
294126	"Carbonic dihydrazide, bis[(2,3-dihydroxyphenyl)methylene]-"		
294149	"S-(3-(Hydroxy(oxido)amino)imidazo[1,2-a]pyridin-2-yl)cysteine"		
294244	"1,3-Benzenedimethanamine, 2-(bromodiphenylstannyl)-N,N,N..."		
294526			
294530	"2-[(4E)-1,5-Dimethyl-4-[(4-nitrophenyl)hydrazinylidene]-7-oxo-8-tricyclo[4.4.0.02,8]decanyl]propanoic acid"		
294577	HORMINON		
294580	Costatone		
294600	Melampodinin		
294601	ENHYDRIN A		
294608	G9SUZ33DVO		
294712	Lobolide		
294734	Terreic acid		
294814	"3-Azabicyclo[3.2.2]nonane-3-carbothioic acid, [1-(2-pyri..."		
294846	"Cinnoline, 4-nitro-, 1-oxide"		
294858			
294921	LUPENE TRIOL		
294961	3-phenacyliden-5-brom-2-indolinon		
294979	bleomycin bapp		
294980	"p-N,N-Di(2-chloroethyl)toluidine"		
295084	"5H-Benzocyclohepten-5-one, 6-bromo-6,7,8,9-tetrahydro-2-..."		
295085	"5H-Benzocyclohepten-5-one, 6,6-dibromo-6,7,8,9-tetrahydr..."		
295272	"2-(Hydroxymethyl)-5-[6-[(E)-2-hydroxy-2-phenylethenyl]purin-9-yl]oxolane-3,4-diol"		
295391			
295425	GROSHEIMIN		
295426	Alatolid		
295427	EUPATORIOPICRINE		
295466	ALBB-031223		
295473	alpha-methoxyhydantoic acid		
295499	Camptothecin Derivative		TOP1
295500	Camptothecin Derivative		TOP1
295501	Camptothecin Derivative		TOP1
295505	C 829		
295563	"2-Butenoic acid, 2,3-dibromo-4-[[(4-methylphenyl)sulfony..."		
295565	Kidamycin		
295566	neopluramycin		
295633			
295641	"Hydrazinecarbodithioic acid, [1-(2-pyridinyl)ethylidene]..."		
295642			
295661	Pyrodelphinine		
296300	"Hydrazinecarbothioamide, N-[4-(diethylamino)-1-methylbut..."		
296301			
296934	Teroxirone		A7
296964	triglycidylisocyanurate		
297093	"1,3-Dioxane-4,6-dione, 2,2-dimethyl-5-[(5-nitro-2-thieny..."		
297353	"6-Chloro-3-(2-chlorobenzyl)-3,4-dihydro-2H-(1,3)oxazino(5,6-h)quinoline"		
297360	Bionet2_000691		
297361	"3-[(2-Chlorophenyl)methyl]-2,4-dihydropyrido[3,2-h][1,3]benzoxazine"		
297366	"6-Chloro-3-[(2-fluorophenyl)methyl]-2,4-dihydropyrido[3,2-h][1,3]benzoxazine"		
298197	VZ27697		
298223	cc-1065		
298276	"Ethanediamide, N,N'-bis[[1-(1,1-dimethylethyl)-2-aziridi..."		
298509	"3-(2,3-dihydrobenzo[d]oxazol-2-yl)benzo thioamide"		
298823	"Hydrazinecarboximidamide, 2-[1-(9H-fluoren-2-yl)ethylide..."		
299117	Sendanin		
299130	"Ferrate(1-), [2-(pyridinylmethylene)hydrazinecarbothioam..."		
299209	4-((3-Quinolinylmethyl)amino)benzenesulfonamide		
299514	9J2BCV8VXC		
299545	eurecurvin		
299587	Formoterol Fumarate		
299863	"Benzenemethanol, 4-(1,1-dimethylethyl)-.alpha.,.alpha.-b..."		
299878	4-(2-Bromoethylsulfanylmethyl)-7-methoxychromen-2-one		
299879	NCIMech_000462		
299922	Isovelleral		
299933	thapsigargin		
299934	THAPSIA VILLOSA COMPD		
299936	Totarol		
300288	"1H-Benz[de]isoquinoline-1,3(2H)-dione, 2-[2-(dimethylami..."		
300289	Pinafide		
301189	"Piperidinium, 1-[4-(4-nitrophenyl)-1,3-dithiol-2-ylidene..."		
301457	Cycloalkannin		
301460	Trichopolyn		
301477	antineoplastic-301477		
301480	"1H-Pyrrole-3,4-dimethanol, 2-[1,1'-biphenyl]-4-yl-1,5-di..."		
301739	Mitoxantrone	FDA approved	TOP2
302035	Melampodin B acetate		
302042	"Propanoic acid, 2-methyl-2-[4-(1-naphthalenyl)phenoxy]-"		
302286	BOHLMANN K2604		
302288	BOHLMANN K2630		
302289	BOHLMANN K2631		
302325	"2,4-Pyrimidinediamine, 5-(4-chloro-3-nitrophenyl)-6-ethyl-"		
302358	"Piperidinium, 1-[4-(4-methoxyphenyl)-1,3-dithiol-2-ylide..."		
302584	"Pyrimidine, 2-((2,4-dinitrophenyl)thio)-"		
302600	diethyldichlorotin		
302867	"3H-Pyrrole-4-carboxylic acid, 2,5-diamino-3-[(4-methoxyp..."		
302979	shikoccin		
302991	Camptothecin Derivative		TOP1
303289	"Cyclopentanecarbodithioic acid, 2-imino-, 2-cyanoethyl e..."		
303530	"1,2-Bis(7-methyl-[1,2,4]triazolo[4,3-a]pyridin-3-yl)ethane"		
303534	"oxazolidine, 3-[(cyclohexyloxy)methyl]-4,4-dimethyl-"		
303607	"(E)-4-(4-Chlorophenyl)-2,2,3-trimethylbut-3-enoic acid"		
303751	"2-(3-Benzyl-4-oxo-2-sulfanylidene-1,3-thiazolidin-5-yl)-2H-1,4-benzothiazin-3(4H)-one"		
303769	"2-Isonicotinoyl-5-methyl-4-(2-naphthyldiazenyl)-2,4-dihydro-3H-pyrazol-3-one"		
303812	Aphidicoline glycinate		Ds
303861	L-Cysteine analog		
303870	"5-Benzyl-3-(furan-2-ylmethyl)-1,3,5-thiadiazinane-2-thione"		
303872	toness		
304393	"Hydrazinecarboximidamide, 2,2'-(9H-fluorene-2,7-diyldiet..."		
304421	Leurosine N-oxide		
304425	tallysomycin s2b		
304426	tallysomycin s10b		
304610	"3-(4-Methoxyphenyl)-5,5,5-triphenyl-4,5-dihydro-1,2,5lambda(5)-oxazaphosphole"		
304636	ISUPSL100300		
304940	LINICHLORINA A		
305222	Cytochalasin H		
305329	3-(1H-Benzimidazol-2-ylamino)isoindol-1-one		
305352	zimelidine hydrochloride		
305458	"2-Propenamide, N-[2-(decylthio)-1-(hydroxymethyl)ethyl]-..."		
305489	Pseudolycorine hydrochloride		
305530	1-[[5-(p-fluorophenyl)-2-furanyl]methyleneamino]hydantoin		
305761	"1-(3,4-dichlorophenyl)-3-(4-(1-ethylpiperidin-3-ylamino)..."		
305762	"2-[(Z)-[(E)-1,3-Bis(4-chlorophenyl)but-2-enylidene]amino]guanidine;hydrochloride"		
305767	"2,4-Quinazolinediamine, 6-[(4-chlorophenyl)thio]-"		
305768	"Acetic acid;6-[(3,4-dichloroanilino)methyl]quinazoline-2,4-diamine"		
305780	"Ethanol, compd. with 6-(2-naphthalenylthio)-2,4-quinazol..."		
305782	"2,4-Quinazolinediamine, 6-[[3-(trifluoromethyl)phenyl]th..."		
305783	"2,4-Quinazolinediamine, 6-(phenylsulfonyl)-"		
305784	"2,4-Quinazolinediamine, 6-[[3-(trifluoromethyl)phenyl]su..."		
305787	"(6,8-dichloro-2-adamantylquinolin-4-yl)-(piperidin-2-yl)..."		
305799	"2,4-Quinazolinediamine, 6-[[4-(dimethylamino)phenyl]thio]-"		
305802	"2,4-Quinazolinediamine, 5,6,7,8-tetrahydro-6-(2-naphthal..."		
305805			
305819	"1-(2,8 -is(trifluoromethyl)quinolin-4-yl)-3-(tert-butyla..."		
305884	acodazole		
305978	Herbimycin		
306107	"2-Naphthalenecarboxylic acid, 4,4'-methylenebis(3-hydrox..."		
306203	"2-Butenamide, 4-(2,6-dichlorophenyl)-4-oxo-"		
306365	"Quino[8,7-h]quinoline-1,7-diamine, N,N'-bis[3-(dimethyla..."		
306388	"Gold, chloro(triphenylphosphine)-"		
306393	"[4-[[3-[(4-Azanidylsulfonylphenyl)diazenyl]-8-[(2,2-dichloroacetyl)amino]-4-(2,2-dichloroacetyl)oxynaphthalen-1-yl]diazenyl]phenyl]sulfonylazanide;3,4-dimethyl-5H-1,2-oxazol-5-ide;silver"		
306455	"2,2'-(4,4'-(ethene-1,2-diyl)bis(3-sulfo-4,1-phenylene))b..."		
306711	"cuprate(3-), [.mu.-[4-amino-6-[[4'-[[4,5-dihydro-3-methy..."		
306736	"2,3,7-Trichloro-10H-phenothiazine-1,4-dione"		
306752	STK061493		
306822			
306864	DIOSGENIN TETRAGLYCOSIDE		
306911	".beta.-D-Glucopyranose, 2,3-O-(diethylstannylene)-"		
306951	Avarol		
306960	CH-382		
307241	"Adriamycin deriv., mixt. with hydroxyethyl starch (cross..."		
307500	9LC3489KIW		
307981	Lonchocarpic acid		
307990	"5,12-Naphthacenedione, 10-[(3,4-di-O-acetyl-2,6-dideoxy-..."		
308606	elatericin a		
308787	10-[(2-Ethoxyphenyl)methylidene]anthracen-9-one		
308819	"1-(furan-2-yl)-5-phenylpenta-2,4-dien-1-one"		
308846	AG542XU5YV		
308847	AMONAFIDE	Clinical trial	TOP2
308849	"1H-Benz[de]isoquinoline-1,3(2H)-dione, 5-amino-2-[2-(1-p..."		
308879	Panaxadiol		
308881	"7H-Pyrrolo[3,2-e][1,2,4]triazolo[1,5-c]pyrimidine, 7-.be..."		
309401	"2H-Pyrrolo[3,2-f]quinazoline-2,4(3H)-diamine, 3-[(3-amin..."		
309451	Tetracenomycin C		
309455	"Benzenamine, N,N-bis(2-chloroethyl)-4-ethoxy-, hydrochlo..."		
309697	"Acetamide, N-[5,6,7,9-tetrahydro-1,2,3-trimethoxy-9-oxo-..."		
309883	"4-(3-Pyridinyl)-5-((3-(trifluoromethyl)phenyl)sulfonyl)-4,5-dihydropyrrolo[1,2-a]quinoxaline"		
309895	4-Amino-5-(5-chloro-1-benzofuran-2-carbonyl)-2-(4-chloro-2-methylanilino)thiophene-3-carbonitrile		
309909	NIMBOLIDE		
309962			
310326	Maybridge1_000249		
310340	"[(E)-1-[4-Methoxy-3-(morpholin-4-ylmethyl)phenyl]ethylideneamino] 3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carboxylate"		
310342	"Carbamimidothioic acid, [3-(4-chlorophenyl)-1,2,4-oxadia..."		
310365	"2-(((2-(4-Chlorophenyl)-1,3-thiazol-4-yl)methyl)thio)aniline"		
310547			
310551			
310618	Manicol		
311046	Euserotin		
311053	Encelin		
311068	"Pyrimidine, 4-[(2,4-dinitrophenyl)thio]-"		
311152	9-Hydroxy-2-(.beta.-diethylaminoethyl)ellipticinium acetate		
311153	9-hydroxy-2-(2-piperidinylethyl)ellipticinium acetate		
311165	"Benzenamine, N-(4,4,6-trimethylspiro[7-oxabicyclo[4.1.0]..."		
311432	STK788929		
311725	"4-(3,5-Dinitropyridin-2-yl)sulfanylpyrimidine"		
311727	5-nitro-2-(4-pyrimidylthio)thiazole		
311978	1-(4-Bromophenyl)-3-[2-[[3-(4-bromophenyl)-3-oxo-1-phenylpropylidene]amino]propylimino]-3-phenylpropan-1-one		
312033	Straital B		
312439	"O,O-Bis(2-fluoro-2,2-bis(hydroxy(oxido)amino)ethyl) thiocarbonate"		
312621	PRIEURIANIN FROM GUAREA TRICHILIOIDES		
312825	Diphenyl-[2-(2-phenylmethoxypropan-2-yl)phenyl]phosphane		
312887	Fludarabine	FDA approved	Ds|AM|Dr
313157	"4,7-Quinolinediamine, N(4),N(4')-1,6-hexanediylbis(N(7),..."		
313158	"4,7-Quinolinediamine, N(4),N(4')-1,8-octanediylbis(N(7),..."		
313159	"4,7-Quinolinediamine, N(4),N(4')-1,6-hexanediylbis[N(7),..."		
313430	2-[[2-Benzoylprop-2-enyl(tert-butyl)amino]methyl]-1-phenylprop-2-en-1-one		
313432	etibendazole		
313680	Flubenol		
313681	Peromide		
313935	N-[(E)-[4-[Bis(2-chloroethyl)amino]phenyl]methylideneamino]quinolin-4-amine		
313981	"Gold, chloro(triethylphosphine)-"		
313985	"Gold(1+), bis(trimethylphosphine)-, chloride"		
313990	"Gold (1+), [.mu.-(1-thio-.beta.-D-glucopyranose-2,3,4,6-..."		
314018	ANSAMITOCIN DERIV		
314035	buddledin c		
314055	"1H-Imidazole-1-acetamide, N,N-bis(2-hydroxyethyl)-2-nitro-"		
314622	Indenoisoquinoline derivative		TOP1
315260	n-deacetyl-n-formyl-n-methylcolchicine		
315626	"Butyric acid, rhodium salt (4:2)"		
315844	"2(1H)-pyrimidinone, 1-(2,5-dihydro-5-oxo-2-furanyl)-5-fl..."		
316158	"1,4-Dihydroxy-2-[3-(2-hydroxyethylamino)propylamino]anthracene-9,10-dione"		
316458	Neplanocin A		
317003	"9H-Thioxanthen-9-one, 1-[[2-(dimethylamino)ethyl]amino]-..."		
317605	"1h-indolo[3,2-c]quinoline-9-methanamine, 3-chloro-n,n-di..."		
317615	Ethyl 2-(2-nitro-1-phenylethyl)sulfanylbenzoate		
317908	(2E)-N-Propyl-2-[1-(pyridin-2-yl)ethylidene]hydrazine-1-carbothioamide		
317909	(2E)-N-(Prop-2-yn-1-yl)-2-[1-(pyridin-2-yl)ethylidene]hydrazine-1-carbothioamide		
317917	"1-Propanone, 3-(dimethylamino)-2-[(dimethylamino)methyl]..."		
317921	"9H-Thioxanthen-9-one, 1-[[2-(diethylamino)ethyl]amino]-7..."		
318460	"Acetonitrile, 1,3-dithietan-2-ylidenenitro-"		
318506	LACHNELLA FUNGUS		
318509	"2(1H)-Pyrimidinone, 5-fluoro-1-.beta.-D-ribofuranosyl-"		
318538	"2-(4,5-Dihydro-1H-imidazol-2-ylthio)-2-(methylthio)-1,3-dithia-5,8-diazaspiro[3.4]octane"		
318800	"Uridine, 5-fluoro-, 2',3',5'-triacetate"		
318805	BRD-K96548276-001-01-3		
318807	"1H-Azepine-1-carbothioic acid, hexahydro-, [1-(2- pyridi..."		
319023	"1-(4-Chloro-7-methoxy-2-quinolyl)-3-(2,6-xylyl)urea"		
319073	OEG3LD2WZG		
319078	"2-[2-Hydroxyethyl-[3-[(6,7,8-triethoxyquinazolin-4-yl)amino]propyl]amino]ethanol"		
319079	"4-Chloro-6,7,8-triethoxyquinazoline"		
319095			
319434	Maybridge4_000689		
319440	Maybridge3_000858		
319447	2-[(2-Aminophenyl)sulfanylmethyl]-3-methoxy-xanthen-9-one		
319467	Maybridge3_004599		
319662	3-(5-Methyl-4-nitroso-1H-pyrazol-3-yl)isoxazole		
319725	thiosemicarbazone r		
319726	"Azetidinecarbothioic acid, [1-(2-pyridinyl)ethylidene] h..."		
319730	ORIDONIN (THIOL ADDUCT OF)		
319947	"2,4-Pyrimidinediamine, 5-(3-azido-4-chlorophenyl)-6-ethyl-"		
319995	1-(4-Chloro-7-methoxy-2-quinolyl)-3-phenyl-2-thiourea		
320209	"2-[(2,3-Dihydroxyphenyl)-(4,4-dimethyl-2,6-dioxocyclohexyl)methyl]-5,5-dimethylcyclohexane-1,3-dione"		
320218	1-(9-Ethylcarbazol-3-yl)-3-(2-methyl-4-nitrophenyl)urea		
320301	Colchicine Derivative		Tu
320308	FCH1273090		
320613	3VL8VB55X4		
320846	Batracylin	Clinical trial	TOP2|TOP1
320877	geldanamycin deriv		
320884	"Hydrazinecarboximidamide, 2-[(4-bromophenyl)phenylmethyl..."		
320931	n-Decylaminoethanethiosulfuric acid		
320951	Bishelenalinyl malonate		
321206			
321237	"Mercury, (4-aminophenyl)(6-thioguanosinato-N7,S6)-"		
321239	"Mercury, (2-hydroxy-5-nitrophenyl)(6-thioguanosinato-N(7..."		
321240			
321477	Zexbrevin		
321491	"4-[(6-Chloro-4H-1,3-benzodioxin-8-yl)methylsulfanyl]pyrrolo[1,2-a]quinoxaline"		
321521	auranofin		
321522	"Gold(1+), bis(triethylphosphine)-, chloride"		
321785	N-(4-Cyano-3-methyl-5-isoxazolyl)-N'-(2-fluorophenyl)urea		
322068			
322072	(E)-4-[(4-Methylmorpholin-4-ium-4-yl)methyl]-1-phenylnon-1-en-3-one;bromide		
322354			
322355	"9,10-Anthracenedione, 1,2,3,4-tetrahydro- 2,3,5,8-tetrah..."		
322918	Woodhousin		
322920	(-)-Eburnamonine		
322921	Pibenzimol		
323229	Coaracine (racemic)		
323241	"3-Azabicyclo[3.2.2]nonane-3-carboselenoic acid, [1-(2-py..."		
323721	"[5-[(2,2-Dichloroacetyl)amino]-2,4-bis[[4-[(2,6-dimethylpyrimidin-4-yl)sulfamoyl]phenyl]diazenyl]naphthalen-1-yl] 2,2-dichloroacetate;9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6"		
323722	"[5-[(2,2-Dichloroacetyl)amino]-2,4-bis[[4-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfamoyl]phenyl]diazenyl]naphthalen-1-yl] 2,2-dichloroacetate;9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimeth"		
323918	"4-(3,4-Dichlorophenyl)-2,6-dioxopiperidine-3,5-dicarbonitrile"		
324043	acnistin-e		
324051	Rohituka 7		
324065	Flavofungin		
324368	edelfosine		
324579	desmethylbouvardin		
324646	Malformin A		HDAC
324979	"Copper, chloro[hexahydro-1H-azepine-1-carbothioic acid [..."		
325014	BACTOBOLIN		
325268	N-Pyren-1-ylbenzenesulfonamide		
325308	Sungucin		
325319	DIDEMNIN B		
325661	sapindus saponin c		
325663	Saframycin A		
326061	"1-Piperidinecarbothioic acid, 2-ethyl-, [1-(2-pyridinyl)..."		
326182	"5-(Benzo[d][1,3]dioxol-5-yl)-N-(2,4-dimethylphenyl)-1,3,..."		
326203	neolan yellow be		
326231	Buthionine sulphoximine	Clinical trial	AM
326233	Epiepoxydon		
326374	"3-(3-(2-(1H-Pyrrol-1-yl)phenyl)-1,2,4-oxadiazol-5-yl)propanoic acid"		
326408	Rocaglamide		
326420	"Benzoic acid, 3,4,5-trimethoxy-, [(3-nitrophenyl)methyle..."		
326757	"1,4-Phenylenebis((4-hydroxyphenyl)methanone)"		
327182	"L-Glutamic acid, N-[4-[[(2-amino-1,4-dihydro-4-oxo-6-qui..."		
327697	"(3Z)-5,7-Dichloro-3-[(E)-[4-(dimethylamino)phenyl]methylidenehydrazinylidene]-1H-indol-2-one"		
327702	"3-(Benzylthio)phenanthro[9,10-e][1,2,4]triazine"		
327705	"2-chloro-3-(phenanthro[9,10-e][1,2,4]triazin  3-ylthio)n..."		
327727			
327929	"Hydrazinecarboimidamide, 2,2'-(2,8-dibenzofurandiyldieth..."		
327993	"Roridin A, 8-hydroxy-9B,10B-epoxy-"		
328005	"1,2-cyclohexanediamine, platinum complex (9ci)"		
328084	1-(2-Bicyclo[2.2.1]heptanyl)-3-[(E)-(2-hydroxy-3-methoxyphenyl)methylideneamino]thiourea		
328130	64C9BV8LPJ		
328166	"8b-hydroxy-9b,10b-epoxyverrucarin a"		
328186	"3',4',5'-trimethoxy-3-hydroxy flavone"		
328403	"Acetamide, N-(4-formyl-5,6,7,9-tetrahydro-1,2,3,10- tetr..."		
328410	Camptothecin Derivative		TOP1
328415	Ambruticin		
328416	Withaferin-A diacetate		
328426	PHYLLANTHOSIDE		
328477	3'-Chloro-3-nitro-o-salicylotoluidide		
328567	"Benzoic acid, 2-hydroxy-, (2,6-pyridinediyldiethylidyne)..."		
328781	Iodeosin		
328784	"1-Piperazinecarboselenoic acid, 4-(2-pyridinyl)-, [1-(2-..."		
328785	antineoplastic-328785		
328786	Dinaline		
329055	N'-[(E)-(3-Ethoxy-2-hydroxyphenyl)methylideneamino]-N-[3-(trifluoromethyl)phenyl]oxamide		
329060	N-(4-Fluorophenyl)-2-[(2E)-2-(2-hydroxybenzylidene)hydrazino]-2-oxoacetamide		
329063	"2-(2,3-Dihydro-1H-inden-1-ylsulfanyl)-N-[(E)-(2-hydroxyphenyl)methylideneamino]acetamide"		
329086	"MITOMYCIN C,METHYLAMINE FR. STREPTOMYCES CAESPITOSUS"		
329124	R6597		
329125	"2-Nitrofuro[3,2-e][1]benzofuran"		
329127	"2,4-Dinitro-1-benzofuran"		
329223	r 7000		
329225	"Naphtho[2,1-b]furan, 8-methoxy-2-nitro-"		
329226	"4-Methoxy-2-nitronaphtho[2,1-b]furan"		
329250	"1-(1,3-Benzothiazol-2-yl)-3-(2-chloro-4-nitrophenyl)urea"		
329252	N-(9H-Carbazol-3-yl)-2-chlorobenzamide		
329261	STK828375		
329273	"N-(Fluoren-9-ylideneamino)-3,4,5-trimethoxybenzamide"		
329277			
329278	"(3Z)-5,7-Dichloro-3-[(E)-(2,5-dimethoxyphenyl)methylidenehydrazinylidene]-1H-indol-2-one"		
329287	"N-[(5,7-Dichloro-2-hydroxy-1H-indol-3-yl)imino]-4-methylbenzenesulfonamide"		
329488	Sellowin A		
329507	"deoxyphorbol, 20-o-acetyl-13-o-isobutyryl-12-o-(z,e)-2,4-"		
329515	Kijanimicin sodium salt		
329680	Hepsulfam		A7
329690	ACETYLTIFRUTICIN		
329691	HM-4		
329692	Deoxytifructin		
329695	HM-9		
329696	HM-9-AO		
330271	"3-Cyclohexyl-2-cyclohexylimino-6-phenyl-1,3,5-oxadiazine-4-thione"		
330463			
330465	"2,4-Diamino-6-ethyl-5-(4-chloro-3-dimethylaminoazophenyl)pyrimidine"		
330499	Macbecin I		
330500	MACBECIN II		HSP90
330507	Tanespimycin	Clinical trial	HSP90
330512	"GELDANAMYCIN, N,N'-DIMETHYL"		
330516	schisanterin a		
330753	Baccatin III		
330770	"Carbamic acid, (5-amino-1,2-dihydro-3-phenylpyrido[3,4-b..."		
330927	Ethericin A		
331120	"Trichothec-9-ene-4,15-diol, 12,13-epoxy-, cyclic ester"		
331121	NIVEUSIN A		
331122	Zonarol		
331269	"Oxirane, 2,2'-[2,3-naphthalendiylbis(oxymethylene)]bis-"		
331757	"2-Anthracenecarboxamide, N-[4-(diethylamino)-1-methylbut..."		
331798	"2,1,3-Benzothiadiazole, 7-bromo-5-methyl-4-nitro-"		
331935	CHALCONE ANALOG		
331942	Terconazole		
331973	2-(4-Morpholinyl)-1-phenyl-1-(2-pyridinyl)-1-propanol		
331974	"(E)-But-2-enedioic acid;6-[(6,7,8-trimethoxyquinazolin-4-yl)amino]hexyl nitrate"		
332172	"2-(4-Methoxyphenyl)-3-(3,4,5-trimethoxyphenyl)acrylonitrile"		
332186	2-(2-Imino-4-methyl-benzo[h]chromene-3-carboximidoyl)propanedinitrile		
332292	1-propylagroclavine tartrate		
332421	"1,3-Dioxolo[4,5-g]quinolin-8-amine, N-1,3-benzodioxol-5-..."		
332424			
332425	"2-Pyridinecarboxaldehyde, (4-methyl-2-quinolinyl)hydrazone"		
332427	4-Methyl-N-[(E)-1-pyridin-2-ylethylideneamino]quinolin-2-amine		
332429	"4,6-Dimethyl-N-[(E)-(6-methylpyridin-2-yl)methylideneamino]quinolin-2-amine"		
332430	"4,6-Dimethyl-N-[(E)-1-pyridin-2-ylethylideneamino]quinolin-2-amine"		
332436	6-Methoxy-4-methyl-N-[(E)-1-pyridin-2-ylethylideneamino]quinolin-2-amine		
332471	"Ethyl 4-(5,7-dimethyl-4-oxochromen-3-yl)-6-methyl-2-oxo-3,4-dihydro-1H-pyrimidine-5-carboxylate"		
332488	Anaxirone		
332595	"PHYSALIN B 5,6-EPOXIDE"		
332596	B680433K349		
332598	RHIZOXIN		Tu
332670	"phenol, 2-(1h-phenanthro[9,10-d]imidazol-2-yl)-"		
332837	"Carbamothioic acid, dimethyl-, S-[2-(2,6-dichlorophenyl)..."		
332890	"Carbamic acid, [5-amino-1,2-dihydro-3-(4-methoxyphenyl)p..."		
332996	N-[(E)-[Phenyl(pyridin-2-yl)methylidene]amino]quinolin-2-amine		
333003			
333054	Pirarubicin Hydrochloride		
333205	"3,4-dithenoyl-1,2,5-oxadiazole-N2-oxide"		
333329	(R)-Methyl 2-amino-3-(tritylthio)propanoate hydrochloride		
333571	"Benzoic acid, 3,4,5-trihydroxy-, phenyl ester"		
333598	"Tin, (2,2'-bipyridine-N,N')butyldichlorophenyl-"		
333843	HELENIN		
333856	"tetrocarcin a, sodium salt"		
