""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_ID"	"CAS"
"100071"	"100071"	"Haloprogin"	"Clc1cc(Cl)c(OCC#CI)cc1Cl"	0	""	""	1	1	3561	"777117"
"100279"	"100279"	"n,n-Dimethyl-7-pentofuranosyl-7h-pyrrolo[2,3-d]pyrimidin-4-amine"	"CN(C)c1ncnc2c1ccn2C3OC(CO)C(O)C3O"	0	""	""	2	2	264884	"20371000"
"100290"	"100290"	"aklavin"	"CC[C@]1(O)CC(OC2CC(C(O)C(C)O2)N(C)C)c3c(O)c4C(=O)c5c(O)cccc5C(=O)c4cc3[C@@H]1C(=O)OC"	0	NA	NA	2	2	NA	""
"100434"	"100434"	"3-Pyrrolin-2-one, 4-hydroxy-5-(p-hydroxybenzyl)-3-(N-phe..."	"C\C(=N/c1ccccc1)\C2=C(O)C(Cc3ccc(O)cc3)NC2=O"	0	""	""	2	2	135500557	""
"100445"	"100445"	"TN 16"	"C\C(=N/c1ccccc1)\C2=C(O)C(Cc3ccccc3)NC2=O"	0	NA	NA	2	2	NA	""
"100723"	"100723"	"(o-Chlorophenyl)hydrazizne hydrochloride"	"NNc1ccccc1Cl"	0	""	""	1	1	443287	"41052759"
"100737"	"100737"	""	"Clc1ccc(cc1)C(=O)CSC#N"	0	NA	NA	2	2	NA	"19339594"
"100770"	"100770"	"Benzenamine, N,N-bis(2-chloroethyl)-3-methyl-4-[[[4-[2-(..."	"Cc1cc(ccc1\C=N\c2ccc(cc2)c3csc(Cc4ccccc4)n3)N(CCCl)CCCl"	0	""	""	2	2	24190089	"19749634"
"100777"	"100777"	"4-Penten-1-ol, 4-nitro-5-(9-phenanthryl)-, acetate"	"CC(=O)OCCC\C(=C\c1cc2ccccc2c3ccccc13)\[N+](=O)[O-]"	0	""	""	2	1	5380575	"19889624"
"100844"	"100844"	"saramycetin"	""	0	NA	NA	1	1	NA	""
"100856"	"100856"	""	"NC1=NC(=O)C(=C(N1)c2ccccc2)CCCOc3ccc(N)cc3"	0	NA	NA	1	1	NA	"14937587"
"100880"	"100880"	"Camptothecin"	"CC[C@](O)(C(=O)O)C1=C(CO)C(=O)N2Cc3cc4ccccc4nc3C2=C1"	0	"TOP1"	"FDA approved"	8	6	NA	"25387671"
"101003"	"101003"	"2-Hydrazinyl-6-[(E)-2-phenylethenyl]cyclohepta-2,4,6-trien-1-one"	"NNC1=CC=CC(=CC1=O)\C=C\c2ccccc2"	0	""	""	1	1	6267649	"78463419"
"101088"	"101088"	"Withaferin A"	"C[C@H]([C@H]1CC(=C(CO)C(=O)O1)C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C"	0	NA	NA	3	2	NA	"5119482"
"101319"	"101319"	"[(E)-[(1E)-1-(Carbamothioylhydrazinylidene)-3-(2-methoxyethoxy)butan-2-ylidene]amino]thiourea"	"COCCOC(C)\C(=N\NC(=S)N)\C=N\NC(=S)N"	0	""	""	2	2	9614290	"2447054"
"101489"	"101489"	"Nicotinic acid, [4-[bis(2-chloroethyl)amino]-2-methoxybe..."	"COc1cc(ccc1\C=N\NC(=O)c2cccnc2)N(CCCl)CCCl"	0	""	""	1	1	5977454	"16230812"
"101490"	"101490"	"N-[(Z)-[4-[Bis(2-chloroethyl)amino]-2-chlorophenyl]methylideneamino]pyridine-3-carboxamide"	"ClCCN(CCCl)c1ccc(\C=N\NC(=O)c2cccnc2)c(Cl)c1"	0	""	""	3	3	6252761	"16183725"
"101492"	"101492"	"Anthranilic acid, N-[p-[bis(2-chloroethyl)amino]benzylid..."	"OC(=O)c1ccccc1\N=C\c2ccc(cc2)N(CCCl)CCCl"	0	""	""	2	1	265452	"18471766"
"101643"	"101643"	"2-Chloro-3-(3-chloro-3-methylbutyl)naphthalene-1,4-dione"	"CC(C)(Cl)CCC1=C(Cl)C(=O)c2ccccc2C1=O"	0	""	""	1	1	265521	""
"102004"	"102004"	"catharanthine hcl"	"CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C2)(C13)C(=O)OC"	0	""	""	4	1	418553	""
"102049"	"102049"	"3-Hydroxy-3',4',5,7-tetramethoxyflavone"	"COc1cc(OC)c2C(=O)C(=C(Oc2c1)c3ccc(OC)c(OC)c3)O"	0	""	""	2	1	97142	"1244786"
"102051"	"102051"	"9B35R9JIHA"	"COc1ccc(cc1OC)C2=C(O)C(=O)c3ccccc3O2"	0	""	""	1	1	97143	"6889801"
"102057"	"102057"	"F9J53MVN3M"	"COc1ccc2C(=O)C(=C(Oc2c1)c3ccc(OC)c(OC)c3)O"	0	""	""	1	1	265724	"58544904"
"102064"	"102064"	"UPC5E8CVE7"	"O=C1OC2=C(C(=O)c3ccccc23)c4ccccc14"	0	""	""	1	1	265728	"5651605"
"102067"	"102067"	"6H-Indeno[1,2-c]isoquinoline-5,11-dione, 6-methyl-"	"CN1C(=O)c2ccccc2C3=C1c4ccccc4C3=O"	0	""	""	1	1	265730	"5291189"
"102068"	"102068"	"6-(2-Aminophenyl)-5h-indeno[1,2-c]isoquinoline-5,11(6h)-dione"	"Nc1ccccc1N2C(=O)c3ccccc3C4=C2c5ccccc5C4=O"	0	""	""	1	1	265731	"15315181"
"102225"	"102225"	"(2Z)-2-[(4Z)-3-Chloro-4-hydroxyiminocyclohexa-2,5-dien-1-ylidene]-2-(4-chlorophenyl)acetonitrile"	"O\N=C/1\C=C\C(=C(\C#N)/c2ccc(Cl)cc2)\C=C1Cl"	0	""	""	1	1	5715133	"842137"
"102378"	"102378"	"[(E)-(1,2,3,4-Tetrafluorofluoren-9-ylidene)amino]thiourea"	"NC(=S)N\N=C\1/c2ccccc2c3c(F)c(F)c(F)c(F)c13"	0	""	""	2	2	5380664	""
"102622"	"102622"	"Solanocapsin"	"C[C@H]1CN[C@@H]2[C@@H](C)[C@H]3[C@@H](C[C@H]4[C@@H]5CC[C@H]6C[C@@H](N)CC[C@]6(C)[C@H]5CC[C@]34C)O[C@@]2(O)C1"	0	""	""	1	1	73419	"639861"
"102627"	"102627"	"Yoshi 864"	"CS(=O)(=O)OCCCNCCCOS(=O)(=O)C"	0	"A7"	""	11	7	NA	"3458228"
"102742"	"102742"	"2-Chloro-3-(1h-indazol-6-ylamino)naphthalene-1,4-dione"	"ClC1=C(Nc2ccc3cn[nH]c3c2)C(=O)c4ccccc4C1=O"	0	""	""	1	1	265940	"22295472"
"102809"	"102809"	"matamycin"	"COC1=CC(=O)N(C1)C(=O)C2CSC(=N2)C(CO)NC(=O)c3csc(\C=N\O)n3"	0	NA	NA	1	1	NA	"12656405"
"102810"	"102810"	"u-22265"	"O=CC(OC(=O)c1ccccc1)C(OC(=O)c2ccccc2)C(COC(c3ccccc3)(c4ccccc4)c5ccccc5)OC(=O)c6ccccc6"	0	""	""	1	1	265952	"13090772"
"102811"	"102811"	"Formycin A"	"Nc1ncnc2c(n[nH]c12)C3OC(CO)C(O)C3O"	0	NA	NA	5	4	NA	"6742127"
"102813"	"102813"	".beta.-Rhodomycin"	"CCC1CC(O)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3c(O)c2C1O.CC5OC(O)CCC5O.CC6OC(O)CC(C6O)N(C)C"	0	""	""	2	1	418587	""
"102814"	"102814"	"U 20043"	"OC(COC(c1ccccc1)(c2ccccc2)c3ccccc3)C(O)CC4SCCS4"	0	""	""	1	1	265955	""
"102815"	"102815"	"daunomycin compound d"	"CO[C@H]1C[C@@](C)(O)[C@H](C(=O)OC)c2cc3C(=O)c4c5O[C@H]6O[C@@](C)([C@H](O)[C@H]([C@@H]6O)N(C)C)c5cc(O)c4C(=O)c3c(O)c12"	0	NA	NA	3	2	NA	""
"102816"	"102816"	"AZACITIDINE"	"NC1=NC(=O)N(C=N1)C2OC(CO)C(O)C2O"	0	"DNMT"	"FDA approved"	19	9	NA	"320672"
"102817"	"102817"	"Elephantin"	"CC(=CC(=O)O[C@H]1CC2=C[C@@H](C[C@@]3(C)O[C@H]3[C@H]4OC(=O)C(=C)[C@H]14)OC2=O)C"	0	NA	NA	4	2	NA	"21899503"
"102866"	"102866"	"Aspergillin"	"CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3"	0	NA	NA	2	2	NA	"67992"
"103005"	"103005"	"noracronine"	"CN1c2ccccc2C(=O)c3c(O)cc4OC(C)(C)C=Cc4c13"	0	""	""	4	1	5320199	"13161790"
"103073"	"103073"	"o-Tolualdehyde, 4-[bis(2-chloroethyl)amino]-5-ethoxy-, (..."	"CCOc1cc(\C=N\N=C/2\NN=C(C)N2N)c(C)cc1N(CCCl)CCCl"	0	""	""	2	2	54601300	""
"103231"	"103231"	"DXNLDBASBALMSX-UHFFFAOYSA-N"	"[O-][N+](=O)c1cc(ccc1Cl)S(=O)(=O)Oc2ccccc2"	0	""	""	1	1	266121	"43001576"
"103336"	"103336"	"Menoctone"	"OC1=C(CCCCCCCCC2CCCCC2)C(=O)c3ccccc3C1=O"	0	""	""	1	1	26738	"14561423"
"103508"	"103508"	"1,3-Propanediamine, N,N'-bis[p-[bis(2-chloroethyl)amino]..."	"ClCCN(CCCl)c1ccc(CNCCCNCc2ccc(cc2)N(CCCl)CCCl)cc1"	0	""	""	1	1	24190229	""
"103517"	"103517"	"(8E)-8-[(6-Bromo-1,3-benzodioxol-5-yl)methylidene]-6H-[1,3]dioxolo[4,5-e]indol-7-one"	"Brc1cc2OCOc2cc1\C=C/3\C(=O)Nc4ccc5OCOc5c34"	0	""	""	2	1	54606088	""
"103704"	"103704"	""	"OC1CC(OC1C(=O)O)N2C=C(F)C(=O)NC2=O"	0	NA	NA	5	5	NA	"65732447"
"103752"	"103752"	"STL194061"	"NC(=S)N\N=C\C(=O)O"	0	""	""	1	1	6864590	"928745"
"103755"	"103755"	""	"COC1C=CC2=C3Cc4cc5OCOc5cc4C3[N+](=CC2=C1OC)C.O[N+](=O)O"	0	NA	NA	1	1	NA	"16504146"
"103779"	"103779"	"gallocyanin"	"CN(C)c1ccc2nc3c(cc(O)c(O)c3[o+]c2c1)C(=O)O"	0	NA	NA	1	1	NA	"1562852"
"103832"	"103832"	"3-[(E)-[[4-[(2E)-2-[(3-Hydroxyphenyl)methylidene]hydrazinyl]phthalazin-1-yl]hydrazinylidene]methyl]phenol"	"Oc1cccc(\C=N\N=C/2\NN\C(=N\N=C\c3cccc(O)c3)\c4ccccc24)c1"	0	""	""	1	1	9568401	"27703975"
"103870"	"103870"	"(4-Benzoyl-1,2,5-triphenylpyrrolidin-3-yl)-phenylmethanone"	"O=C(C1C(C(N(C1c2ccccc2)c3ccccc3)c4ccccc4)C(=O)c5ccccc5)c6ccccc6"	0	""	""	1	1	266393	""
"104129"	"104129"	"s-Triazine, 4,6-diamino-1-[p-[4-(2,4-dichlorophenyl)buty..."	"CC1(C)N=C(N)N=C(N)N1c2ccc(CCCCc3ccc(Cl)cc3Cl)cc2"	0	NA	NA	1	1	NA	"15986251"
"104133"	"104133"	"5-(4-Chlorophenyl)-6-(-2-(4-nitrophenyl)ethenyl)-2,4-pyrimidinediamine"	"Nc1nc(N)c(c(\C=C\c2ccc(cc2)[N+](=O)[O-])n1)c3ccc(Cl)cc3"	0	""	""	1	1	5474909	"17005300"
"104795"	"104795"	"Cyclamin"	"CC1(CCC23COC4(CCC5C6(C)CCC(OC7OCC(OC8OC(CO)C(O)C(OC9OC(CO)C(O)C(O)C9O)C8OC%10OCC(O)C(O)C%10O)C(O)C7OC%11OC(CO)C(O)C(O)C%11O)C(C)(C)C6CCC5(C)C4(C)CC2O)C3C1)C=O"	0	NA	NA	1	1	NA	"23643767"
"104800"	"104800"	"Mitozolomide"	"OC(CBr)C(O)C(O)C(O)CBr"	0	"A7"	""	2	1	NA	"10318260"
"104801"	"104801"	"cytembena"	"COc1ccc(cc1)C(=O)\C(=C\C(=O)O)\Br"	0	NA	NA	15	10	NA	"2126707"
"104942"	"104942"	"Euparotin"	"C\C=C(\C)/C(=O)OC1CC2(CO2)C3C(O)C=C(C)C3(O)C4OC(=O)C(=C)C14"	0	""	""	1	1	5380731	"10191012"
"104943"	"104943"	"Euparotin acetate"	"C\C=C(\C)/C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@H](OC(=O)C)C=C(C)[C@]3(O)[C@H]4OC(=O)C(=C)[C@H]14"	0	""	""	2	2	5281456	""
"104960"	"104960"	"[(E)-(3-Ethoxypyridin-2-yl)methylideneamino]thiourea"	"CCOc1cccnc1\C=N\NC(=S)N"	0	""	""	1	1	9562139	"6839925"
"105014"	"105014"	"Cladribine"	"Nc1nc(Cl)nc2c1ncn2C3CC(O)C(CO)O3"	0	"Ds|ADA"	"FDA approved"	6	5	NA	"4291638"
"105023"	"105023"	"rubiflavin"	""	0	""	""	2	1	6450217	""
"105024"	"105024"	"Mithramycin"	""	0	"Db|Rs"	"FDA approved"	1	1	NA	""
"105131"	"105131"	"Pycnamine"	"COc1cc2CCN(C)C3Cc4ccc(Oc5cc(CC6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5O)cc4"	0	NA	NA	1	1	NA	""
"105132"	"105132"	"Deoxycamptothecin"	"CCC1C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O"	0	"TOP1"	""	2	2	266552	""
"105307"	"105307"	"ANM102934"	"COc1cc(\C=C\[N+](=O)[O-])c(cc1OC)[N+](=O)[O-]"	0	""	""	1	1	5705391	"16551841"
"105348"	"105348"	"2-(2-Chloro-4,5-dimethoxyphenyl)-1-(1H-indol-3-yl)ethanone"	"COc1cc(Cl)c(CC(=O)c2c[nH]c3ccccc23)cc1OC"	0	""	""	2	2	266625	"7000477"
"105444"	"105444"	"1-((4'-((1-Cyanocyclopentyl)amino)[1,1'-biphenyl]-4-yl)amino)cyclopentanecarbonitrile"	"N#CC1(CCCC1)Nc2ccc(cc2)c3ccc(NC4(CCCC4)C#N)cc3"	0	""	""	1	1	266698	""
"105509"	"105509"	"6-Bromochroman-2-one"	"Brc1ccc2OC(=O)CCc2c1"	0	""	""	1	1	266737	"20921000"
"105546"	"105546"	"riboprine(usan)"	"CC(=CCNc1ncnc2c1ncn2C3OC(CO)C(O)C3O)C"	0	NA	NA	2	2	NA	"7724767"
"105550"	"105550"	"4-Nitro-2-(1H-1,2,4-triazol-5-yl)-1H-isoindole-1,3(2H)-dione"	"[O-][N+](=O)c1cccc2C(=O)N(C(=O)c12)c3nc[nH]n3"	0	""	""	1	1	266770	""
"105808"	"105808"	"5,8-Quinolinedione, 6-amino-7-bromo-"	"NC1=C(Br)C(=O)c2ncccc2C1=O"	0	""	""	3	2	266923	"14173810"
"105827"	"105827"	"thiosangivamycin"	"NC(=S)c1cn(C2OC(CO)C(O)C2O)c3ncnc(N)c13"	0	NA	NA	2	2	NA	"22242906"
"105900"	"105900"	"4-dibenzo[b,d]thien-2-yl-4-oxobutanoic acid"	"OC(=O)CCC(=O)c1ccc2sc3ccccc3c2c1"	0	""	""	1	1	266944	"88878799"
"106139"	"106139"	"N-[(E)-(5-Chloro-2-hydroxyphenyl)methylideneamino]-N'-[(Z)-(5-chloro-2-hydroxyphenyl)methylideneamino]pentanediamide"	"Oc1ccc(Cl)cc1\C=N\NC(=O)CCCC(=O)N\N=C\c2cc(Cl)ccc2O"	0	""	""	1	1	135509602	""
"106193"	"106193"	"Fusarubin"	"COc1cc(O)c2C(=O)C3=C(CC(C)(O)OC3)C(=O)c2c1O"	0	""	""	2	2	73421	"1702778"
"106246"	"106246"	"1-Methyl-3-[(Z)-2-nitroethenyl]indole"	"Cn1cc(\C=C/[N+](=O)[O-])c2ccccc12"	0	""	""	1	1	1551121	"2731002"
"106360"	"106360"	"N-(1,3,7-Tribromo-9H-fluoren-2-yl)acetamide"	"CC(=O)Nc1c(Br)cc2c(Cc3cc(Br)ccc23)c1Br"	0	""	""	1	1	267219	""
"106399"	"106399"	"cucurbitacin e"	"CC(=O)OC(C)(C)\C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C"	0	NA	NA	21	15	NA	"18444661"
"106408"	"106408"	"Anthramycin methyl ether"	"CO[C@H]1Nc2c(O)c(C)ccc2C(=O)N3C=C(C[C@@H]13)\C=C\C(=O)N"	0	""	""	6	2	5351221	"5544252"
"106442"	"106442"	"2-Chloro-3-(3,5-dimethylmorpholin-4-yl)naphthalene-1,4-dione"	"CC1COCC(C)N1C2=C(Cl)C(=O)c3ccccc3C2=O"	0	""	""	1	1	267286	"22359315"
"106445"	"106445"	"2-Chloro-3-[(2E)-2-[(4E)-4-[(3-chloro-1,4-dioxonaphthalen-2-yl)hydrazinylidene]-2,3-dihydrophthalazin-1-ylidene]hydrazinyl]naphthalene-1,4-dione"	"ClC1=C(N\N=C/2\NN\C(=N\NC3=C(Cl)C(=O)c4ccccc4C3=O)\c5ccccc25)C(=O)c6ccccc6C1=O"	0	""	""	1	1	135509607	"22295507"
"106461"	"106461"	"2,5-Dipyridin-2-yl-1,3,4-thiadiazole"	"c1ccc(nc1)c2nnc(s2)c3ccccn3"	0	""	""	1	1	267294	"2726923"
"106486"	"106486"	"laurusin"	"OCC1OC(C(O)C1O)c2n[nH]c3C(=O)N=CNc23"	0	NA	NA	1	1	NA	"13877764"
"106531"	"106531"	"Urea, 1-(2-chloroethyl)-3-(3,4-dichlorophenyl)-1-nitroso..."	"ClCCN(N=O)C(=O)Nc1ccc(Cl)c(Cl)c1"	0	""	""	2	1	267343	"15145423"
"106553"	"106553"	"sapindoside a"	"CC1OC(OC2C(O)C(O)COC2OC3CCC4(C)C(CCC5(C)C4CC=C6C7CC(C)(C)CCC7(CCC56C)C(=O)O)C3(C)CO)C(O)C(O)C1O"	0	NA	NA	1	1	NA	"27013918"
"106554"	"106554"	"Musennin"	"CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OCC(O)C(O)C7OC8OCC(O)C(OC9OC(CO)C(O)C(O)C9O)C8O)C(C)(C)C5CCC34C)C2C1)C(=O)O"	0	""	""	1	1	267361	"25480744"
"106557"	"106557"	"5.alpha.,25D-Spirostan-3.beta.-ol glycoside"	""	0	NA	NA	1	1	NA	""
"106640"	"106640"	"(3-Nitrophenyl)(phenyl)iodanium bromide"	"[O-][N+](=O)c1cccc([I+]c2ccccc2)c1"	0	""	""	1	1	24190300	"23351895"
"106648"	"106648"	"Bis(2-methoxy-5-nitrophenyl)iodanium;bromide"	"COc1ccc(cc1[I+]c2cc(ccc2OC)[N+](=O)[O-])[N+](=O)[O-]"	0	""	""	1	1	24190303	""
"106677"	"106677"	"senecionine n-oxide"	"C\C=C/1\C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23"	0	NA	NA	1	1	NA	"13268672"
"106723"	"106723"	"STK032801"	"Oc1ccccc1\C=N\NC(=O)C(O)(c2ccccc2)c3ccccc3"	0	""	""	1	1	135509615	"78486370"
"106859"	"106859"	"4-Penten-1-ol, 5-(2-naphthalenyl)-4-nitro-, acetate (est..."	"CC(=O)OCCC\C(=C/c1ccc2ccccc2c1)\[N+](=O)[O-]"	0	""	""	1	1	5380900	"19893711"
"106907"	"106907"	"LS-158973"	"BrCCN(CCBr)C(=O)Nc1cccc2ccccc12"	0	""	""	1	1	267555	""
"106909"	"106909"	"Estra-1,3,5[10]-trien-17-one, 3-[[4,6-bis(1-aziridinyl)-..."	"C[C@]12CC[C@H]3[C@@H](CCc4cc(Oc5nc(nc(n5)N6CC6)N7CC7)ccc34)[C@@H]1CCC2=O"	0	""	""	1	1	267557	"22966821"
"106969"	"106969"	"Centaureidin"	"COC1=C(Oc2cc(O)c(OC)c(O)c2C1=O)c3ccc(OC)c(O)c3"	0	""	""	1	1	5315773	"17313529"
"106995"	"106995"	"lomofungin"	"COC(=O)c1ccc(O)c2nc3c(C=O)c(O)cc(O)c3nc12"	0	NA	NA	2	2	NA	"26786845"
"107043"	"107043"	"A817740"	"COc1ccc(NC2=CC(=O)C(=O)c3ccccc23)nn1"	0	""	""	1	1	267581	"25107704"
"107067"	"107067"	"Tirandamycin"	"C[C@H](\C=C(/C)\C=C\C(=C/1\C(=O)CNC1=O)\O)[C@H]2O[C@@]3(C)O[C@@H]([C@@H]2C)C(=O)[C@@H]4O[C@]34C"	0	NA	NA	1	1	NA	"34429704"
"107124"	"107124"	"Camptothecin Derivative"	"CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5cc(O)ccc5nc34)C2=O"	0	"TOP1"	""	9	8	97226	"19685097"
"107129"	"107129"	"3-Hydroxycard-20(22)-enolide"	"CC12CCC(O)CC1CCC3C4CCC(C5=CC(=O)OC5)C4(C)CCC23"	0	""	""	2	2	267603	"5672231"
"107237"	"107237"	"10-(1-Benzylpiperidin-3-yl)-2-chlorophenothiazine;(Z)-but-2-enedioic acid"	"Clc1ccc2Sc3ccccc3N(C4CCCN(Cc5ccccc5)C4)c2c1"	0	""	""	1	1	5380916	""
"107392"	"107392"	"5-HP"	"NC(=S)N\N=C\c1ccc(O)cn1"	0	"Ds"	""	11	7	135453292	"19494894"
"107413"	"107413"	"Securinin"	"O=C1OC23CC(C=CC2=C1)N4CCCCC34"	0	NA	NA	1	1	NA	"5610402"
"107432"	"107432"	"solypertine tartrate(usan)"	"COc1ccccc1N2CCN(CCc3c[nH]c4cc5OCOc5cc34)CC2"	0	NA	NA	1	1	NA	"5591435"
"107512"	"107512"	"7h-pyrrolo[2,3-d]pyrimidine-5-carboxamidoxime, 4-amino-7..."	"Nc1ncnc2c1c(cn2C3OC(CO)C(O)C3O)C(=N)NO"	0	""	""	2	1	5369182	"22242893"
"107529"	"107529"	"pararosaniline pamoate"	"Nc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3.OC(=O)c4cc5ccccc5c(Cc6c(O)c(cc7ccccc67)C(=O)O)c4O"	0	""	""	2	2	24040	"49722318"
"107658"	"107658"	"Cytochalasin B"	"C[C@@H]1CCC[C@@H](O)\C=C\C(=O)O[C@]23[C@@H](\C=C\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O"	0	NA	NA	12	12	NA	"14930962"
"107660"	"107660"	"Actinomycin Pip T.beta."	"[R]C(=O)NC1C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(NC1=O)C(C)C.[R]C(=O)NC3C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C4CCCCN4C(=O)C(NC3=O)C(C)C.CC5=C6Oc7c(C)cccc7N=C6C=C(N)C5=O"	0	""	""	2	1	5458205	""
"107680"	"107680"	"Flumethasone Pivalate"	"CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C"	0	NA	NA	1	1	NA	"2002291"
"107818"	"107818"	"[(Z)-(2,6-Dichloro-3-nitrophenyl)methylideneamino] N-(3,4-dichlorophenyl)carbamate"	"[O-][N+](=O)c1ccc(Cl)c(\C=N\OC(=O)Nc2ccc(Cl)c(Cl)c2)c1Cl"	0	""	""	1	1	54604080	"92167561"
"108018"	"108018"	"14-Chelidoninone"	"CN1C2C(C(O)Cc3cc4OCOc4cc23)c5ccc6OCOc6c5C1=O"	0	""	""	1	1	268004	""
"108165"	"108165"	"navan"	"CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C/CCN4CCN(C)CC4)\c2c1"	0	NA	NA	2	1	NA	"5591457"
"108225"	"108225"	"Epitope ID:167836"	"CN(C)CCSS(=O)(=O)O"	0	""	""	1	1	97248	"14013300"
"108608"	"108608"	"AK550028"	"NCC1OC(C(O)C1O)n2cnc3C(=O)NC(=Nc23)N"	0	""	""	2	1	135451589	"4099847"
"109072"	"109072"	"3,3-Dibutyl-6-nitro-2,4,3-benzodioxastannepine-1,5-dione"	"CCCC[Sn]1(CCCC)OC(=O)c2cccc(c2C(=O)O1)[N+](=O)[O-]"	0	""	""	2	2	16683294	"23535877"
"109084"	"109084"	"2-[2-(Aziridin-1-yl)ethoxy]quinoline"	"C(CN1CC1)Oc2ccc3ccccc3n2"	0	""	""	1	1	268715	""
"109128"	"109128"	"16-(1-aziridinyl)-12,20-dioxopregnan-3-yl acetate"	"CC(=O)OC1CCC2(C)C(CCC3C4CC(C(C(=O)C)C4(C)C(=O)CC23)N5CC5)C1"	0	""	""	1	1	268745	"19459600"
"109131"	"109131"	"10,13-dimethyl-17-(2-(6-(methylthio)-9H-purin-9-yl)acety..."	"CSc1ncnc2c1ncn2CC(=O)C3CCC4C5CCC6=CC(=O)CCC6(C)C5CCC34C"	0	""	""	2	1	268748	"21170274"
"109154"	"109154"	"(E)-1,3-Diphenyl-2-(piperidin-1-ylmethyl)prop-2-en-1-one"	"O=C(\C(=C/c1ccccc1)\CN2CCCCC2)c3ccccc3"	0	""	""	2	2	6147837	"7204446"
"109155"	"109155"	"2-[(Tert-butylamino)(phenyl)methyl]-1-phenylprop-2-en-1-one"	"CC(C)(C)NC(C(=C)C(=O)c1ccccc1)c2ccccc2"	0	""	""	1	1	268761	"7204424"
"109156"	"109156"	""	"CC(C)(C)NC\C(=C/c1ccccc1)\C(=O)c2ccccc2"	0	NA	NA	1	1	NA	"7204435"
"109188"	"109188"	"4-Aminobenzoic acid; 7H-purine-2,6-diamine; sulfuric acid"	"Nc1ccc(cc1)C(=O)O.Nc2nc(N)c3[nH]cnc3n2.OS(=O)(=O)O"	0	""	""	1	1	3246385	""
"109229"	"109229"	"Asparaginase"	""	0	"AM|Pi"	"FDA approved"	97	80	NA	"9015683"
"109248"	"109248"	"1-(3-((Dicyclohexylamino)methyl)-2,4-dihydroxyphenyl)ethanone"	"CC(=O)c1ccc(O)c(CN(C2CCCCC2)C3CCCCC3)c1O"	0	""	""	1	1	268806	""
"109254"	"109254"	"n,n-Bis{[(4-chlorophenyl)sulfanyl]methyl}-2,4,4-trimethylpentan-2-amine"	"CC(C)(C)CC(C)(C)N(CSc1ccc(Cl)cc1)CSc2ccc(Cl)cc2"	0	""	""	1	1	268812	"67857765"
"109292"	"109292"	""	"CC#CC#CC1=CC=CC(=O)O1"	0	NA	NA	1	1	NA	"20851325"
"109351"	"109351"	"daunomycinon"	"COc1cccc2C(=O)c3c(O)c4CC(O)(CC(O)c4c(O)c3C(=O)c12)C(=O)C"	0	NA	NA	6	2	NA	"21794558"
"109440"	"109440"	"Theasapogenol A"	"CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@@]2(CO)[C@@H](O)[C@@H]1O"	0	NA	NA	2	1	NA	"13844229"
"109451"	"109451"	"2-Chloro-6-((2-chloro-4-methyl-6-quinolinyl)methyl)-4-methylquinoline"	"Cc1cc(Cl)nc2ccc(Cc3ccc4nc(Cl)cc(C)c4c3)cc12"	0	""	""	1	1	268954	""
"109509"	"109509"	"17-[1-[2-(Dimethylamino)ethylamino]ethyl]-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-ol"	"CC(NCCN(C)C)C1CCC2C3CCc4cc(O)ccc4C3CCC12C"	0	""	""	2	1	268993	"72377"
